""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_4137"	29002.4049465404	1.83874542695999	0.240978168991108	7.63034026965257	2.34134897674101e-14	2.48963367327293e-12	41808	46691	53001	9382	12125	29946	19291	" 11465.85"	"  7182.43"	"  9711.48"	"  3091.06"	"  2202.24"	"  5364.55"	"  5437.86"	"13.4851"	"12.8103"	"13.2455"	"11.5939"	"11.1048"	"12.3892"	"12.4088"	"Tery_4137"	"gene4177"	"CDS"	6381887	6383344	"+"	"CP000393.1"	"nitrogenase molybdenum-iron protein alpha chain"	"KEGG: cyb:CYB_0422 nitrogenase molybdenum-iron protein alpha chain~TIGRFAM: nitrogenase molybdenum-iron protein alpha chain  nitrogenase component I%2C alpha chain~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005972,InterPro:IPR010143,NCBI_GP:ABG53145.1"
"Tery_0277"	1173.3983128901	1.7795683242945	0.237651508897573	7.48814233307263	6.98552502316192e-14	6.5771404833463e-12	1670	1942	2148	321	647	1033	851	"   458.00"	"   298.74"	"   393.58"	"   105.76"	"   117.51"	"   185.05"	"   239.88"	" 8.8392"	" 8.2228"	" 8.6206"	" 6.7248"	" 6.8768"	" 7.5319"	" 7.9063"	"Tery_0277"	"gene280"	"CDS"	428293	429981	"-"	"CP000393.1"	"Cytochrome-c oxidase"	"PFAM: cytochrome c oxidase%2C subunit I~KEGG: ana:alr2732 cytochrome c oxidase subunit I"	"InterPro:IPR000883,NCBI_GP:ABG49759.1"
"Tery_3368"	316.463735557938	2.3300472120585	0.311055159022781	7.4907846549745	6.84630684900472e-14	6.5771404833463e-12	555	509	534	67	118	248	244	"   152.21"	"    78.30"	"    97.85"	"    22.07"	"    21.43"	"    44.43"	"    68.78"	" 7.2500"	" 6.2911"	" 6.6126"	" 4.4650"	" 4.4224"	" 5.4737"	" 6.1041"	"Tery_3368"	"gene3397"	"CDS"	5163224	5164828	"-"	"CP000393.1"	"Hydrogen:quinone oxidoreductase"	"PFAM: nickel-dependent hydrogenase%2C large subunit~KEGG: ava:Ava_4595 nickel-dependent hydrogenase%2C large subunit"	"InterPro:IPR001501,NCBI_GP:ABG52470.1"
"Tery_3063"	57.8315052857663	4.01559485164653	0.542206893898966	7.40601954130592	1.30146664500442e-13	1.16560622450152e-11	96	130	147	4	9	16	34	"    26.33"	"    20.00"	"    26.94"	"     1.32"	"     1.63"	"     2.87"	"     9.58"	" 4.7191"	" 4.3225"	" 4.7520"	" 0.4091"	" 0.7178"	" 1.5242"	" 3.2621"	"Tery_3063"	"gene3089"	"CDS"	4722059	4722535	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_C0143 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52207.1"
"Tery_3061"	64.4459432896028	5.53097519571705	0.747798152082912	7.39634777153582	1.39981108423674e-13	1.22383483364697e-11	124	125	156	2	3	22	42	"    34.01"	"    19.23"	"    28.58"	"     0.66"	"     0.54"	"     3.94"	"    11.84"	" 5.0882"	" 4.2659"	" 4.8377"	"-0.5801"	"-0.8497"	" 1.9823"	" 3.5667"	"Tery_3061"	"gene3087"	"CDS"	4720723	4721199	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_C0143 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52205.1"
"Tery_3062"	56.8826632376994	3.54464467805677	0.480911730325979	7.37067626870753	1.69764635845493e-13	1.44971102982477e-11	114	116	119	7	10	24	28	"    31.26"	"    17.84"	"    21.80"	"     2.31"	"     1.82"	"     4.30"	"     7.89"	" 4.9669"	" 4.1582"	" 4.4472"	" 1.2118"	" 0.8689"	" 2.1075"	" 2.9824"	"Tery_3062"	"gene3088"	"CDS"	4721367	4721714	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: syf:Synpcc7942_2401 molecular chaperon"	"NCBI_GP:ABG52206.1"
"Tery_2334"	555.43083886788	1.56549841216789	0.215727959511932	7.25681740887789	3.96304090788966e-13	3.23384138083796e-11	561	996	1033	172	305	621	466	"   153.85"	"   153.21"	"   189.28"	"    56.67"	"    55.40"	"   111.25"	"   131.36"	" 7.2655"	" 7.2595"	" 7.5644"	" 5.8247"	" 5.7920"	" 6.7977"	" 7.0375"	"Tery_2334"	"gene2354"	"CDS"	3608132	3609067	"+"	"CP000393.1"	"gas vesicle protein GvpN"	"KEGG: ana:all2251 gas vesicle protein~TIGRFAM: gas vesicle protein GvpN~PFAM: ATPase associated with various cellular activities%2C AAA_5~SMART: ATPase"	"InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR013462,NCBI_GP:ABG51555.1"
"Tery_4134"	4244.03458363833	1.85223381421153	0.255855171469807	7.23938392009445	4.50727461185581e-13	3.59798095102925e-11	6128	7090	7120	1076	2195	3602	3652	"  1680.60"	"  1090.65"	"  1304.61"	"   354.51"	"   398.67"	"   645.27"	"  1029.45"	"10.7148"	"10.0910"	"10.3494"	" 8.4697"	" 8.6391"	" 9.3338"	"10.0077"	"Tery_4134"	"gene4174"	"CDS"	6377943	6379145	"+"	"CP000393.1"	"aminotransferase%2C class V"	"PFAM: aminotransferase%2C class V  aromatic amino acid beta-eliminating lyase/threonine aldolase~KEGG: ava:Ava_4245 aromatic amino acid beta-eliminating lyase/threonine aldolase"	"InterPro:IPR000192,InterPro:IPR001597,NCBI_GP:ABG53142.1"
"Tery_0278"	455.909574723849	2.19390682220734	0.307199942817227	7.14162509956143	9.22338773132585e-13	7.05589161446427e-11	611	748	1016	83	223	321	371	"   167.57"	"   115.06"	"   186.16"	"    27.35"	"    40.50"	"    57.50"	"   104.58"	" 7.3887"	" 6.8464"	" 7.5405"	" 4.7738"	" 5.3403"	" 5.8458"	" 6.7086"	"Tery_0278"	"gene281"	"CDS"	430086	430994	"-"	"CP000393.1"	"cytochrome c oxidase%2C subunit II"	"PFAM: cytochrome c oxidase%2C subunit II  cytochrome C oxidase subunit II%2C transmembrane region~KEGG: ana:alr2731 cytochrome c oxidase subunit II"	"InterPro:IPR001505,InterPro:IPR002429,InterPro:IPR011759,NCBI_GP:ABG49760.1"
"Tery_4140"	2174.8591242742	1.7313042551089	0.243283333969741	7.11641125127067	1.10773446988329e-12	8.13520194682289e-11	3219	3310	3890	691	1077	2289	1404	"   882.81"	"   509.17"	"   712.77"	"   227.66"	"   195.61"	"   410.05"	"   395.77"	" 9.7860"	" 8.9920"	" 9.4773"	" 7.8308"	" 7.6119"	" 8.6797"	" 8.6285"	"Tery_4140"	"gene4180"	"CDS"	6388520	6388939	"+"	"CP000393.1"	"nitrogen fixation protein NifX"	"TIGRFAM: nitrogen fixation protein NifX~PFAM: Dinitrogenase iron-molybdenum cofactor biosynthesis~KEGG: ana:all1436 nitrogen fixation protein"	"InterPro:IPR003731,InterPro:IPR013480,NCBI_GP:ABG53148.1"
"Tery_0276"	379.32981914455	1.73111721207575	0.257255417702509	6.72917689172873	1.70625523905029e-11	1.18214513920616e-09	546	629	736	99	239	320	237	"   149.74"	"    96.76"	"   134.86"	"    32.62"	"    43.41"	"    57.33"	"    66.81"	" 7.2264"	" 6.5965"	" 7.0754"	" 5.0280"	" 5.4403"	" 5.8413"	" 6.0621"	"Tery_0276"	"gene279"	"CDS"	427229	427843	"-"	"CP000393.1"	"cytochrome c oxidase%2C subunit III"	"PFAM: cytochrome c oxidase%2C subunit III~KEGG: ava:Ava_4300 cytochrome c oxidase subunit III"	"InterPro:IPR000298,NCBI_GP:ABG49758.1"
"Tery_0279"	309.662436917325	1.99799851011702	0.304461309580678	6.56240529500702	5.29466681952362e-11	3.47178867165906e-09	382	486	663	71	147	242	284	"   104.76"	"    74.76"	"   121.48"	"    23.39"	"    26.70"	"    43.35"	"    80.06"	" 6.7111"	" 6.2244"	" 6.9247"	" 4.5486"	" 4.7393"	" 5.4384"	" 6.3231"	"Tery_0279"	"gene282"	"CDS"	431013	431618	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_B0180 hypothetical protein"	"NCBI_GP:ABG49761.1"
"Tery_4144"	813.159979366731	1.93746329912166	0.298425435015329	6.49228608487123	8.45435163499758e-11	5.35247917305364e-09	1125	1333	1667	163	486	584	641	"   308.53"	"   205.05"	"   305.45"	"    53.70"	"    88.27"	"   104.62"	"   180.69"	" 8.2693"	" 7.6799"	" 8.2548"	" 5.7472"	" 6.4640"	" 6.7091"	" 7.4974"	"Tery_4144"	"gene4184"	"CDS"	6391312	6391662	"+"	"CP000393.1"	"iron-sulfur cluster assembly accessory protein"	"TIGRFAM: iron-sulfur cluster assembly accessory protein~PFAM: HesB/YadR/YfhF~KEGG: ava:Ava_4257 HesB/YadR/YfhF"	"InterPro:IPR000361,NCBI_GP:ABG53152.1"
"Tery_4282"	5187.10469189675	1.74118537196092	0.270964224325303	6.42588657708022	1.3110313338764e-10	7.89197878359694e-09	7047	10717	10381	2224	2002	4236	2182	"  1932.64"	"  1648.59"	"  1902.13"	"   732.74"	"   363.62"	"   758.84"	"   615.07"	"10.9164"	"10.6870"	"10.8934"	" 9.5172"	" 8.5063"	" 9.5677"	" 9.2646"	"Tery_4282"	"gene4324"	"CDS"	6602856	6603398	"+"	"CP000393.1"	"Ferritin and Dps"	"PFAM: Ferritin and Dps~KEGG: ava:Ava_1894 ferritin and Dps"	"InterPro:IPR002024,InterPro:IPR002177,InterPro:IPR008331,InterPro:IPR009040,NCBI_GP:ABG53279.1"
"Tery_1532"	3086.93723398466	1.16647428404049	0.188245803467727	6.19654867493753	5.77146870013746e-10	3.31138016670386e-08	2873	5620	4943	1239	1946	3756	2614	"   787.92"	"   864.52"	"   905.72"	"   408.21"	"   353.45"	"   672.85"	"   736.85"	" 9.6219"	" 9.7558"	" 9.8229"	" 8.6732"	" 8.4654"	" 9.3942"	" 9.5252"	"Tery_1532"	"gene1540"	"CDS"	2322739	2323605	"-"	"CP000393.1"	"light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein"	"KEGG: ava:Ava_2332 light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein~TIGRFAM: light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein~PFAM: NifH/frxC"	"InterPro:IPR000392,InterPro:IPR005971,NCBI_GP:ABG50813.1"
"Tery_1530"	3310.4096632854	1.34153661719301	0.216793847330252	6.18807514010943	6.09032982899078e-10	3.44056786646987e-08	3365	6731	4257	1185	1826	5084	2485	"   922.85"	"  1035.42"	"   780.02"	"   390.42"	"   331.65"	"   910.75"	"   700.49"	" 9.8500"	"10.0160"	" 9.6074"	" 8.6089"	" 8.3736"	" 9.8309"	" 9.4522"	"Tery_1530"	"gene1538"	"CDS"	2319290	2320687	"-"	"CP000393.1"	"light-independent protochlorophyllide reductase%2C N subunit"	"TIGRFAM: light-independent protochlorophyllide reductase%2C N subunit~KEGG: ava:Ava_2330 light-independent protochlorophyllide reductase subunit N"	"InterPro:IPR005970,NCBI_GP:ABG50811.1"
"Tery_0107"	3144.86268305658	1.19281826358062	0.194986063339678	6.11745395106858	9.5082223565561e-10	5.2110735064588e-08	3329	4818	4704	1091	2065	4755	2540	"   912.98"	"   741.15"	"   861.92"	"   359.45"	"   375.06"	"   851.82"	"   715.99"	" 9.8345"	" 9.5336"	" 9.7514"	" 8.4897"	" 8.5510"	" 9.7344"	" 9.4838"	"Tery_0107"	"gene106"	"CDS"	146668	146931	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49606.1"
"Tery_4145"	6863.27774145899	2.05150461810658	0.335604738455703	6.11285951308869	9.78615174861774e-10	5.28452194425358e-08	13788	8536	11399	1514	3617	6679	3510	"  3781.36"	"  1313.08"	"  2088.66"	"   498.81"	"   656.95"	"  1196.48"	"   989.42"	"11.8847"	"10.3588"	"11.0284"	" 8.9624"	" 9.3597"	"10.2246"	" 9.9505"	"Tery_4145"	"gene4185"	"CDS"	6391780	6392094	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: ana:all1430 heterocyst ferredoxin"	"InterPro:IPR001041,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG53153.1"
"Tery_0275"	338.468166154858	1.70258170052407	0.279140935947493	6.09936229791939	1.06492453686512e-09	5.66725057879524e-08	458	467	648	108	162	343	270	"   125.61"	"    71.84"	"   118.73"	"    35.58"	"    29.42"	"    61.45"	"    76.11"	" 6.9729"	" 6.1669"	" 6.8917"	" 5.1535"	" 4.8794"	" 5.9415"	" 6.2502"	"Tery_0275"	"gene278"	"CDS"	425178	426698	"-"	"CP000393.1"	"glucose-methanol-choline oxidoreductase"	"PFAM: glucose-methanol-choline oxidoreductase  GMC oxidoreductase~KEGG: ava:Ava_B0176 glucose-methanol-choline oxidoreductase"	"InterPro:IPR000172,InterPro:IPR007867,InterPro:IPR013027,NCBI_GP:ABG49757.1"
"Tery_0846"	87.955092234098	1.83368971534901	0.305358076652518	6.0050473707812	1.91276050614531e-09	9.89247405431769e-08	93	197	182	27	44	74	55	"    25.51"	"    30.30"	"    33.35"	"     8.90"	"     7.99"	"    13.26"	"    15.50"	" 4.6733"	" 4.9219"	" 5.0600"	" 3.1547"	" 3.0003"	" 3.7297"	" 3.9555"	"Tery_0846"	"gene852"	"CDS"	1340262	1340720	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tlr1091 unknown protein"	"NCBI_GP:ABG50256.1"
"Tery_1204"	4526.84808678806	1.46125957525259	0.24901984171819	5.86804475165584	4.40964247080827e-09	2.18813610173081e-07	3561	9637	8344	1322	2926	4691	4042	"   976.60"	"  1482.45"	"  1528.89"	"   435.56"	"   531.44"	"   840.35"	"  1139.38"	" 9.9316"	"10.5338"	"10.5783"	" 8.7667"	" 9.0538"	" 9.7149"	"10.1540"	"Tery_1204"	"gene1210"	"CDS"	1878803	1879288	"+"	"CP000393.1"	"photosystem I reaction centre%2C subunit XI PsaL"	"PFAM: photosystem I reaction centre%2C subunit XI PsaL~KEGG: tel:tlr2404 photosystem I subunit XI"	"InterPro:IPR003757,NCBI_GP:ABG50560.1"
"Tery_1887"	580.984152902542	1.50601955639452	0.256925567412781	5.86169594392653	4.58163404878153e-09	2.24316803028344e-07	850	957	987	171	412	482	397	"   233.11"	"   147.21"	"   180.85"	"    56.34"	"    74.83"	"    86.35"	"   111.91"	" 7.8649"	" 7.2019"	" 7.4987"	" 5.8163"	" 6.2258"	" 6.4322"	" 6.8063"	"Tery_1887"	"gene1898"	"CDS"	2884846	2886438	"+"	"CP000393.1"	"transcriptional regulator"	"KEGG: ana:all2512 transcriptional regulator"	"NCBI_GP:ABG51143.1"
"Tery_0848"	62.7341094388287	2.23036698818569	0.391451809665596	5.69767959456113	1.21449018820087e-08	5.79169866373196e-07	69	207	100	13	30	40	36	"    18.92"	"    31.84"	"    18.32"	"     4.28"	"     5.45"	"     7.17"	"    10.15"	" 4.2429"	" 4.9933"	" 4.1964"	" 2.1020"	" 2.4486"	" 2.8431"	" 3.3445"	"Tery_0848"	"gene854"	"CDS"	1343707	1343889	"-"	"CP000393.1"	"cell surface protein"	"KEGG: mba:Mbar_A1995 cell surface protein"	"NCBI_GP:ABG50258.1"
"Tery_1567"	955.810436489795	1.08433658860842	0.193635869682411	5.59987460167828	2.14506917668724e-08	9.60572441072627e-07	960	1930	1405	377	733	1036	724	"   263.28"	"   296.89"	"   257.44"	"   124.21"	"   133.13"	"   185.59"	"   204.09"	" 8.0405"	" 8.2138"	" 8.0082"	" 6.9567"	" 7.0568"	" 7.5361"	" 7.6731"	"Tery_1567"	"gene1575"	"CDS"	2392917	2393282	"-"	"CP000393.1"	"ferredoxin thioredoxin reductase%2C beta chain"	"PFAM: ferredoxin thioredoxin reductase%2C beta chain~KEGG: ana:alr4065 ferredoxin--thioredoxin reductase catalytic chain"	"InterPro:IPR004209,NCBI_GP:ABG50847.1"
"Tery_1823"	5786.24934266481	1.06475274020471	0.192833160592379	5.52162676239823	3.35875366240935e-08	1.46825517242466e-06	5084	10092	9689	2153	4392	7315	4704	"  1394.29"	"  1552.44"	"  1775.34"	"   709.34"	"   797.71"	"  1310.42"	"  1325.99"	"10.4453"	"10.6003"	"10.7939"	" 9.4704"	" 9.6397"	"10.3558"	"10.3729"	"Tery_1823"	"gene1834"	"CDS"	2783783	2785003	"-"	"CP000393.1"	"geranylgeranyl reductase"	"TIGRFAM: geranylgeranyl reductase~PFAM: monooxygenase%2C FAD-binding~KEGG: ava:Ava_1497 geranylgeranyl reductase"	"InterPro:IPR000103,InterPro:IPR000205,InterPro:IPR002938,InterPro:IPR003042,InterPro:IPR010253,InterPro:IPR011774,InterPro:IPR011777,InterPro:IPR013027,NCBI_GP:ABG51080.1"
"Tery_0041"	237.099269944091	1.41411361552139	0.256478267544756	5.51358065951776	3.51605783231294e-08	1.51893698355919e-06	349	432	383	91	155	230	113	"    95.71"	"    66.45"	"    70.18"	"    29.98"	"    28.15"	"    41.20"	"    31.85"	" 6.5808"	" 6.0545"	" 6.1331"	" 4.9065"	" 4.8157"	" 5.3650"	" 4.9938"	"Tery_0041"	"gene40"	"CDS"	64428	64763	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr3811 hypothetical protein"	"NCBI_GP:ABG49559.1"
"Tery_4139"	2792.32140903615	1.62532373669465	0.305983015902577	5.31181030391617	1.08541556871468e-07	4.52914314581854e-06	5191	4517	3907	960	1634	1859	1777	"  1423.63"	"   694.85"	"   715.89"	"   316.29"	"   296.78"	"   333.02"	"   500.91"	"10.4754"	" 9.4406"	" 9.4836"	" 8.3051"	" 8.2133"	" 8.3795"	" 8.9684"	"Tery_4139"	"gene4179"	"CDS"	6385521	6388331	"+"	"CP000393.1"	"nitrogenase MoFe cofactor biosynthesis protein NifE"	"KEGG: ava:Ava_4251 nitrogenase MoFe cofactor biosynthesis protein NifE~TIGRFAM: nitrogenase MoFe cofactor biosynthesis protein NifE  nitrogenase molybdenum-iron cofactor biosynthesis protein NifN~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005973,InterPro:IPR005975,NCBI_GP:ABG53147.1"
"Tery_4741"	759.025836038474	1.12310411120521	0.212543110328071	5.28412381597148	1.26307806658639e-07	5.15335851167246e-06	681	1365	1266	257	592	910	635	"   186.76"	"   209.98"	"   231.97"	"    84.67"	"   107.52"	"   163.02"	"   179.00"	" 7.5452"	" 7.7142"	" 7.8579"	" 6.4040"	" 6.7486"	" 7.3490"	" 7.4839"	"Tery_4741"	"gene4785"	"CDS"	7273367	7274410	"+"	"CP000393.1"	"cobalamin (vitamin B12) biosynthesis CbiX protein"	"PFAM: cobalamin (vitamin B12) biosynthesis CbiX protein~KEGG: syn:sll0037 putative sirohydrochlorin cobaltochelatase"	"InterPro:IPR002762,NCBI_GP:ABG53698.1"
