""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_1667"	26269.6488510135	58982.837220559	555.933889215782	32127.0329241644	-6.72921441072384	0.598732317084355	-11.2391033834503	2.62030090986711e-29	7.40134226233234e-27	452	852	603	40970	68259	64135	9007	"   123.96"	"   131.06"	"   110.49"	" 13498.28"	" 12397.75"	" 11489.20"	"  2538.94"	" 6.9539"	" 7.0342"	" 6.7879"	"13.7205"	"13.5978"	"13.4880"	"11.3100"	"Tery_1667"	"gene1677"	"CDS"	2534182	2535216	"-"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like~KEGG: ana:all4001 photosystem II chlorophyll a-binding protein"	"InterPro:IPR000169,InterPro:IPR000932,NCBI_GP:ABG50938.1"
"Tery_2484"	9612.60989929685	20010.9854897685	69.5299677304552	13528.8542061748	-8.16364923549418	0.777135210769298	-10.5047990650338	8.2097446670728e-26	2.15329874410652e-23	32	172	57	14120	22759	25389	4817	"     8.78"	"    26.46"	"    10.44"	"  4652.08"	"  4133.67"	"  4548.21"	"  1357.84"	" 3.1352"	" 4.7262"	" 3.3860"	"12.1837"	"12.0132"	"12.1511"	"10.4071"	"Tery_2484"	"gene2506"	"CDS"	3827539	3828570	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like~KEGG: ana:all4003 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000169,InterPro:IPR000932,NCBI_GP:ABG51692.1"
"Tery_0831"	436.427149032464	694.569032191622	166.850828242539	582.649747058195	-2.05024254551895	0.211717501428515	-9.68385953775863	3.5312756173422e-22	8.48314234637265e-20	117	271	196	468	830	718	445	"    32.09"	"    41.69"	"    35.91"	"   154.19"	"   150.75"	"   128.62"	"   125.44"	" 5.0044"	" 5.3819"	" 5.1669"	" 7.2687"	" 7.2361"	" 7.0071"	" 6.9710"	"Tery_0831"	"gene837"	"CDS"	1318857	1319852	"-"	"CP000393.1"	"Twin-arginine translocation pathway signal"	"TIGRFAM: Twin-arginine translocation pathway signal~PFAM: multicopper oxidase%2C type 2  multicopper oxidase%2C type 3~KEGG: ava:Ava_1760 multicopper oxidase%2C types 2 and 3"	"InterPro:IPR001287,InterPro:IPR006311,InterPro:IPR011706,InterPro:IPR011707,NCBI_GP:ABG50245.1"
"Tery_1662"	79.0297871094994	198.422202202181	17.6613015991751	51.690100282304	-3.51501843552691	0.363152158197626	-9.67918916680112	3.69635832085954e-22	8.48314234637265e-20	17	19	22	147	213	85	26	"     4.66"	"     2.92"	"     4.03"	"    48.43"	"    38.69"	"    15.23"	"     7.33"	" 2.2241"	" 1.5523"	" 2.0147"	" 5.5982"	" 5.2741"	" 3.9295"	" 2.8756"	"Tery_1662"	"gene1672"	"CDS"	2528196	2528942	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1216 hypothetical protein"	"NCBI_GP:ABG50933.1"
"Tery_2485"	9262.07698630275	21453.2766984411	67.0134584341262	10863.4725659673	-8.31726867331492	0.862887188518938	-9.63888302431597	5.47807891869659e-22	1.18326504643846e-19	28	185	43	13726	26958	19219	4607	"     7.68"	"    28.46"	"     7.88"	"  4522.27"	"  4896.33"	"  3442.91"	"  1298.65"	" 2.9428"	" 4.8313"	" 2.9798"	"12.1428"	"12.2575"	"11.7494"	"10.3428"	"Tery_2485"	"gene2507"	"CDS"	3828573	3830141	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like photosystem I reaction centre%2C subunit XI PsaL~KEGG: ana:all4002 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000932,InterPro:IPR003757,NCBI_GP:ABG51693.1"
"Tery_3032"	1954.03455017039	3108.90218151714	886.26373025769	2400.82314869269	-1.80990009041	0.190224995542668	-9.51452297447439	1.82548484631086e-21	3.72398908647416e-19	693	1366	996	2118	3673	3165	1703	"   190.06"	"   210.13"	"   182.50"	"   697.81"	"   667.12"	"   566.98"	"   480.05"	" 7.5704"	" 7.7152"	" 7.5118"	" 9.4467"	" 9.3818"	" 9.1472"	" 8.9071"	"Tery_3032"	"gene3058"	"CDS"	4682776	4683933	"+"	"CP000393.1"	"Cupin 4"	"PFAM: Cupin 4~KEGG: syf:Synpcc7942_0373 hypothetical protein"	"InterPro:IPR006162,InterPro:IPR007113,InterPro:IPR013109,NCBI_GP:ABG52183.1"
"Tery_3822"	2801.95141311588	6564.87555250816	946.928142470876	1821.56217969113	-2.79444049165021	0.318609019273049	-8.77075136801248	1.7747795186773e-18	3.25849519629152e-16	984	1254	873	4846	7079	3108	845	"   269.86"	"   192.90"	"   159.96"	"  1596.60"	"  1285.74"	"   556.77"	"   238.19"	" 8.0761"	" 7.5918"	" 7.3217"	"10.6408"	"10.3284"	" 9.1210"	" 7.8960"	"Tery_3822"	"gene3859"	"CDS"	5887337	5891401	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  Thioesterase  acyl transferase region phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000379,InterPro:IPR000794,InterPro:IPR001031,InterPro:IPR001227,InterPro:IPR003965,InterPro:IPR006162,InterPro:IPR006163,NCBI_GP:ABG52866.1"
"Tery_3820"	4129.03958841161	9516.83992729614	1341.24672612006	2922.92854296442	-2.82746992691525	0.323040335517469	-8.75268384793499	2.08337730867731e-18	3.64293403688718e-16	1356	1832	1246	7173	9994	5055	1313	"   371.88"	"   281.81"	"   228.31"	"  2363.27"	"  1815.19"	"   905.56"	"   370.12"	" 8.5387"	" 8.1387"	" 7.8349"	"11.2066"	"10.8259"	" 9.8227"	" 8.5319"	"Tery_3820"	"gene3857"	"CDS"	5876968	5881329	"+"	"CP000393.1"	"AMP-dependent synthetase and ligase"	"PFAM: AMP-dependent synthetase and ligase condensation domain  phosphopantetheine-binding~KEGG: mlo:mll6983 similar to coenzyme a synthetase"	"InterPro:IPR000873,InterPro:IPR001242,InterPro:IPR002086,InterPro:IPR006163,NCBI_GP:ABG52864.1"
"Tery_3818"	1445.34336259432	3049.43547192008	514.33533128533	1237.76330023203	-2.56795737365032	0.301314751176771	-8.52250798748246	1.56134880113077e-17	2.60603308988736e-15	437	801	519	2047	3658	2128	564	"   119.85"	"   123.22"	"    95.10"	"   674.42"	"   664.40"	"   381.21"	"   158.98"	" 6.9052"	" 6.9452"	" 6.5715"	" 9.3975"	" 9.3759"	" 8.5745"	" 7.3128"	"Tery_3818"	"gene3855"	"CDS"	5868027	5869220	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: bha:BH2305 lipopolysaccharide N-acetylglucosaminyltransferase"	"InterPro:IPR001296,NCBI_GP:ABG52862.1"
"Tery_3824"	599.969264042162	1319.76426150947	228.888501885076	436.795409810485	-2.52861661049009	0.297506933123021	-8.49935355773538	1.90649402344745e-17	3.0437591539561e-15	194	324	259	870	1612	751	199	"    53.20"	"    49.84"	"    47.46"	"   286.64"	"   292.78"	"   134.53"	"    56.10"	" 5.7337"	" 5.6395"	" 5.5689"	" 8.1631"	" 8.1937"	" 7.0719"	" 5.8101"	"Tery_3824"	"gene3861"	"CDS"	5892400	5893881	"+"	"CP000393.1"	"putative flavin-binding monooxygenase"	"KEGG: pae:PA2097 probable flavin-binding monooxygenase"	"InterPro:IPR000103,InterPro:IPR000759,InterPro:IPR013027,NCBI_GP:ABG52868.1"
"Tery_3819"	6630.17113589347	14806.7194303417	2292.00576003002	4960.87090524048	-2.69201508405764	0.325910400732179	-8.25998519227939	1.45690540195654e-16	2.13990265439376e-14	2471	2897	2096	11580	14788	8370	2361	"   677.67"	"   445.64"	"   384.05"	"  3815.23"	"  2685.92"	"  1499.41"	"   665.53"	" 9.4045"	" 8.7998"	" 8.5852"	"11.8976"	"11.3912"	"10.5502"	" 9.3784"	"Tery_3819"	"gene3856"	"CDS"	5869316	5876971	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding  Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like Methyltransferase type 11 Methyltransferase type 12~KEGG: ana:alr2680 polyketide synthase"	"InterPro:IPR000051,InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR001601,InterPro:IPR002198,InterPro:IPR006162,InterPro:IPR006163,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG52863.1"
"Tery_3817"	2304.04238943907	4873.94634018346	691.200852422412	2153.40074421967	-2.8177182686744	0.362597628938027	-7.77092303920163	7.79162310817297e-15	8.94088751662849e-13	604	1153	608	4055	4427	3908	851	"   165.65"	"   177.36"	"   111.41"	"  1335.99"	"   804.07"	"   700.08"	"   239.88"	" 7.3721"	" 7.4707"	" 6.7998"	"10.3837"	" 9.6512"	" 9.4514"	" 7.9063"	"Tery_3817"	"gene3854"	"CDS"	5867650	5867856	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52861.1"
"Tery_3825"	3455.91941147207	7390.68308269987	1117.2790934686	3029.11621724949	-2.72580276953158	0.356149688154619	-7.65353125438706	1.95534086873009e-14	2.17576111211421e-12	1004	1654	1118	5900	7164	5608	1127	"   275.35"	"   254.43"	"   204.85"	"  1943.86"	"  1301.18"	"  1004.62"	"   317.69"	" 8.1052"	" 7.9912"	" 7.6785"	"10.9247"	"10.3456"	" 9.9725"	" 8.3115"	"Tery_3825"	"gene3862"	"CDS"	5894131	5895816	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: bps:BPSL1637 putative lipase"	"NCBI_GP:ABG52869.1"
"Tery_3821"	3735.66094253573	8626.53408679301	1184.98864426642	2670.79624568241	-2.86460393345393	0.375508070322606	-7.62860817077219	2.37301684543988e-14	2.48963367327293e-12	1314	1587	954	6838	8450	4873	1039	"   360.36"	"   244.13"	"   174.80"	"  2252.90"	"  1534.76"	"   872.95"	"   292.88"	" 8.4934"	" 7.9315"	" 7.4497"	"11.1376"	"10.5838"	" 9.7698"	" 8.1942"	"Tery_3821"	"gene3858"	"CDS"	5881443	5887172	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR002198,InterPro:IPR006163,NCBI_GP:ABG52865.1"
"Tery_1046"	25349.2545798152	46703.8552868979	15937.6081990847	18112.1234438281	-1.55120058877971	0.20407660050316	-7.60107030867408	2.93691483404089e-14	2.99565313072171e-12	14892	19343	18674	32325	54259	23717	12949	"  4084.13"	"  2975.51"	"  3421.68"	" 10650.04"	"  9854.95"	"  4248.69"	"  3650.14"	"11.9958"	"11.5389"	"11.7405"	"13.3786"	"13.2666"	"12.0528"	"11.8337"	"Tery_1046"	"gene1052"	"CDS"	1636298	1636651	"-"	"CP000393.1"	"protein of unknown function DUF1257"	"PFAM: protein of unknown function DUF1257~KEGG: ava:Ava_4766 protein of unknown function DUF1257"	"InterPro:IPR009666,NCBI_GP:ABG50418.1"
"Tery_0830"	373.979511172058	609.726267657028	139.324724435355	490.214934792141	-2.12223524679493	0.282640176298349	-7.5086113891846	5.97578279036768e-14	5.93056065033247e-12	95	239	157	436	683	777	265	"    26.05"	"    36.77"	"    28.77"	"   143.65"	"   124.05"	"   139.19"	"    74.70"	" 4.7040"	" 5.2007"	" 4.8469"	" 7.1665"	" 6.9549"	" 7.1210"	" 6.2232"	"Tery_0830"	"gene836"	"CDS"	1318026	1318814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3941 unknown protein"	"NCBI_GP:ABG50244.1"
"Tery_3826"	12753.7545246831	26262.2033222253	5122.12825410943	10692.7451330016	-2.3582059968451	0.315567062182186	-7.47291552083354	7.84372070741528e-14	7.20053560940723e-12	4638	7396	5230	20261	26733	18635	4713	"  1271.97"	"  1137.72"	"   958.30"	"  6675.34"	"  4855.46"	"  3338.29"	"  1328.53"	"10.3129"	"10.1519"	" 9.9044"	"12.7046"	"12.2454"	"11.7049"	"10.3756"	"Tery_3826"	"gene3863"	"CDS"	5897089	5899005	"+"	"CP000393.1"	"Dimethylaniline monooxygenase (N-oxide forming)"	"PFAM: flavin-containing monooxygenase FMO~KEGG: cfa:478994 similar to flavin containing monooxygenase 5"	"InterPro:IPR000103,InterPro:IPR000960,InterPro:IPR001100,InterPro:IPR013027,NCBI_GP:ABG52870.1"
"Tery_3033"	2027.24715401106	3191.9320557829	924.52743239742	2516.64183465967	-1.78835562087612	0.243995263355489	-7.32946859821036	2.31067111973315e-13	1.92836007992275e-11	844	1204	1044	2280	3580	3830	1461	"   231.47"	"   185.21"	"   191.29"	"   751.19"	"   650.23"	"   686.11"	"   411.83"	" 7.8547"	" 7.5331"	" 7.5797"	" 9.5530"	" 9.3448"	" 9.4223"	" 8.6860"	"Tery_3033"	"gene3059"	"CDS"	4684202	4685209	"+"	"CP000393.1"	"Sucraseferredoxin-like"	"PFAM: Sucraseferredoxin-like~KEGG: ana:all1981 hypothetical protein"	"InterPro:IPR009737,NCBI_GP:ABG52184.1"
"Tery_3034"	468.683905170223	873.231331454607	184.546218909777	490.343008276509	-2.24039791344078	0.309614592906641	-7.23608629815565	4.61817528537876e-13	3.60807226551294e-11	115	255	276	475	1249	398	505	"    31.54"	"    39.23"	"    50.57"	"   156.50"	"   226.85"	"    71.30"	"   142.35"	" 4.9795"	" 5.2941"	" 5.6606"	" 7.2901"	" 7.8257"	" 6.1560"	" 7.1534"	"Tery_3034"	"gene3060"	"CDS"	4685403	4685561	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:asl1657 transposase"	"NCBI_GP:ABG52185.1"
"Tery_3222"	438.940013297593	635.075724763879	213.538728462705	580.906229083639	-1.57145045363679	0.220732720139979	-7.11924563173166	1.08519362690391e-12	8.1323081591656e-11	179	341	212	440	737	758	417	"    49.09"	"    52.46"	"    38.85"	"   144.97"	"   133.86"	"   135.79"	"   117.55"	" 5.6177"	" 5.7133"	" 5.2800"	" 7.1797"	" 7.0647"	" 7.0853"	" 6.8772"	"Tery_3222"	"gene3250"	"CDS"	4928195	4929331	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related Transport-associated OB~SMART: ATPase~KEGG: syn:sll1878 ABC-type iron transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013611,NCBI_GP:ABG52340.1"
"Tery_0174"	1394.94255459424	2512.10574119168	813.236360871703	1150.33865858061	-1.62768607250514	0.232349528061857	-7.00533410195614	2.46397139151962e-12	1.77405940189413e-10	764	1147	812	1894	2637	1586	772	"   209.53"	"   176.44"	"   148.78"	"   624.01"	"   478.95"	"   284.12"	"   217.62"	" 7.7111"	" 7.4631"	" 7.2172"	" 9.2855"	" 8.9038"	" 8.1504"	" 7.7657"	"Tery_0174"	"gene173"	"CDS"	259770	261428	"+"	"CP000393.1"	"GUN4-like"	"PFAM: GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR000585,InterPro:IPR008629,NCBI_GP:ABG49666.1"
"Tery_4357"	244.061597789548	469.969361299142	120.12228026859	204.062810561391	-1.9643420658013	0.286395580732145	-6.85884209798082	6.94209187406056e-12	4.90218487722123e-10	92	185	138	333	532	335	103	"    25.23"	"    28.46"	"    25.29"	"   109.71"	"    96.63"	"    60.01"	"    29.03"	" 4.6577"	" 4.8313"	" 4.6608"	" 6.7777"	" 6.5945"	" 5.9074"	" 4.8602"	"Tery_4357"	"gene4400"	"CDS"	6716835	6718196	"+"	"CP000393.1"	"FeS assembly protein SufD"	"TIGRFAM: FeS assembly protein SufD~PFAM: SufBD~KEGG: ana:alr2494 hypothetical protein"	"InterPro:IPR000825,InterPro:IPR011542,NCBI_GP:ABG53349.1"
"Tery_3816"	2179.54719749705	3966.24360981964	798.590621999923	2464.28564842016	-2.31162026666475	0.34557068734955	-6.68928341230086	2.24266033385886e-11	1.52500902702402e-09	614	1345	817	3043	4068	4502	955	"   168.39"	"   206.90"	"   149.70"	"  1002.57"	"   738.86"	"   806.49"	"   269.20"	" 7.3957"	" 7.6929"	" 7.2260"	" 9.9695"	" 9.5292"	" 9.6555"	" 8.0726"	"Tery_3816"	"gene3853"	"CDS"	5867072	5867284	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52860.1"
"Tery_1657"	122.797637838762	233.394064106521	74.5485201492008	84.5748881053452	-1.65374601783643	0.247423218155903	-6.68387562881992	2.3270432013905e-11	1.55361866100108e-09	64	95	92	155	283	102	66	"    17.55"	"    14.61"	"    16.86"	"    51.07"	"    51.40"	"    18.27"	"    18.60"	" 4.1344"	" 3.8702"	" 4.0762"	" 5.6746"	" 5.6840"	" 4.1924"	" 4.2184"	"Tery_1657"	"gene1667"	"CDS"	2521887	2523671	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmt:PMT0296 TPR repeat"	"InterPro:IPR001023,InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50930.1"
"Tery_1666"	12365.3129729027	20471.322711709	4716.99473866219	15731.7805854574	-2.11748903739647	0.325697256768692	-6.50140273947808	7.95744774152993e-11	5.12627159770139e-09	3030	7999	5672	13500	24995	28027	6548	"   830.98"	"  1230.48"	"  1039.29"	"  4447.81"	"  4539.79"	"  5020.78"	"  1845.79"	" 9.6987"	"10.2650"	"10.0214"	"12.1189"	"12.1484"	"12.2937"	"10.8500"	"Tery_1666"	"gene1676"	"CDS"	2532407	2532922	"-"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: ana:alr2405 flavodoxin"	"InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG50937.1"
"Tery_3823"	435.361014050554	883.135976837365	182.159538707371	367.388264278516	-2.27800581253293	0.352172776456264	-6.46843244232375	9.90247709366669e-11	6.16303320134645e-09	157	270	192	614	1021	686	133	"    43.06"	"    41.53"	"    35.18"	"   202.29"	"   185.44"	"   122.89"	"    37.49"	" 5.4285"	" 5.3766"	" 5.1371"	" 7.6604"	" 7.5349"	" 6.9413"	" 5.2288"	"Tery_3823"	"gene3860"	"CDS"	5891768	5892256	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: fra:Francci3_0998 hypothetical protein"	"NCBI_GP:ABG52867.1"
