""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_1667"	26269.6488510135	-6.72921441072385	0.598732317084355	-11.2391033834504	2.6203009098669e-29	7.40134226233174e-27	452	852	603	40970	68259	64135	9007	"   123.96"	"   131.06"	"   110.49"	" 13498.28"	" 12397.75"	" 11489.20"	"  2538.94"	" 6.97"	" 7.05"	" 6.80"	"13.72"	"13.60"	"13.49"	"11.31"	"Tery_1667"	"gene1677"	"CDS"	2534182	2535216	"-"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like~KEGG: ana:all4001 photosystem II chlorophyll a-binding protein"	"InterPro:IPR000169,InterPro:IPR000932,NCBI_GP:ABG50938.1"
"Tery_2484"	9612.60989929685	-8.16364923549417	0.777135210769298	-10.5047990650338	8.20974466707296e-26	2.15329874410656e-23	32	172	57	14120	22759	25389	4817	"     8.78"	"    26.46"	"    10.44"	"  4652.08"	"  4133.67"	"  4548.21"	"  1357.84"	" 3.29"	" 4.78"	" 3.52"	"12.18"	"12.01"	"12.15"	"10.41"	"Tery_2484"	"gene2506"	"CDS"	3827539	3828570	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like~KEGG: ana:all4003 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000169,InterPro:IPR000932,NCBI_GP:ABG51692.1"
"Tery_0831"	436.427149032464	-2.05024254551938	0.211717501435285	-9.68385953745102	3.53127562797143e-22	8.48314234919118e-20	117	271	196	468	830	718	445	"    32.09"	"    41.69"	"    35.91"	"   154.19"	"   150.75"	"   128.62"	"   125.44"	" 5.05"	" 5.42"	" 5.21"	" 7.28"	" 7.25"	" 7.02"	" 6.98"	"Tery_0831"	"gene837"	"CDS"	1318857	1319852	"-"	"CP000393.1"	"Twin-arginine translocation pathway signal"	"TIGRFAM: Twin-arginine translocation pathway signal~PFAM: multicopper oxidase%2C type 2  multicopper oxidase%2C type 3~KEGG: ava:Ava_1760 multicopper oxidase%2C types 2 and 3"	"InterPro:IPR001287,InterPro:IPR006311,InterPro:IPR011706,InterPro:IPR011707,NCBI_GP:ABG50245.1"
"Tery_1662"	79.0297871094994	-3.51501843552681	0.36315215819889	-9.67918916676715	3.69635832208766e-22	8.48314234919118e-20	17	19	22	147	213	85	26	"     4.66"	"     2.92"	"     4.03"	"    48.43"	"    38.69"	"    15.23"	"     7.33"	" 2.50"	" 1.97"	" 2.33"	" 5.63"	" 5.31"	" 4.02"	" 3.06"	"Tery_1662"	"gene1672"	"CDS"	2528196	2528942	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1216 hypothetical protein"	"NCBI_GP:ABG50933.1"
"Tery_2485"	9262.07698630275	-8.31726867331493	0.862887188518938	-9.63888302431598	5.47807891869602e-22	1.18326504643834e-19	28	185	43	13726	26958	19219	4607	"     7.68"	"    28.46"	"     7.88"	"  4522.27"	"  4896.33"	"  3442.91"	"  1298.65"	" 3.12"	" 4.88"	" 3.15"	"12.14"	"12.26"	"11.75"	"10.34"	"Tery_2485"	"gene2507"	"CDS"	3828573	3830141	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like photosystem I reaction centre%2C subunit XI PsaL~KEGG: ana:all4002 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000932,InterPro:IPR003757,NCBI_GP:ABG51693.1"
"Tery_3032"	1954.03455017039	-1.80990009041005	0.190224995550153	-9.51452297410026	1.82548485287918e-21	3.72398909987353e-19	693	1366	996	2118	3673	3165	1703	"   190.06"	"   210.13"	"   182.50"	"   697.81"	"   667.12"	"   566.98"	"   480.05"	" 7.58"	" 7.72"	" 7.52"	" 9.45"	" 9.38"	" 9.15"	" 8.91"	"Tery_3032"	"gene3058"	"CDS"	4682776	4683933	"+"	"CP000393.1"	"Cupin 4"	"PFAM: Cupin 4~KEGG: syf:Synpcc7942_0373 hypothetical protein"	"InterPro:IPR006162,InterPro:IPR007113,InterPro:IPR013109,NCBI_GP:ABG52183.1"
"Tery_3822"	2801.95141311588	-2.7944404916502	0.318609019273573	-8.77075136799804	1.77477951890493e-18	3.25849519670945e-16	984	1254	873	4846	7079	3108	845	"   269.86"	"   192.90"	"   159.96"	"  1596.60"	"  1285.74"	"   556.77"	"   238.19"	" 8.08"	" 7.60"	" 7.33"	"10.64"	"10.33"	" 9.12"	" 7.90"	"Tery_3822"	"gene3859"	"CDS"	5887337	5891401	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  Thioesterase  acyl transferase region phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000379,InterPro:IPR000794,InterPro:IPR001031,InterPro:IPR001227,InterPro:IPR003965,InterPro:IPR006162,InterPro:IPR006163,NCBI_GP:ABG52866.1"
"Tery_3820"	4129.03958841161	-2.82746992691525	0.32304033551782	-8.75268384792546	2.08337730885321e-18	3.64293403719475e-16	1356	1832	1246	7173	9994	5055	1313	"   371.88"	"   281.81"	"   228.31"	"  2363.27"	"  1815.19"	"   905.56"	"   370.12"	" 8.54"	" 8.14"	" 7.84"	"11.21"	"10.83"	" 9.82"	" 8.54"	"Tery_3820"	"gene3857"	"CDS"	5876968	5881329	"+"	"CP000393.1"	"AMP-dependent synthetase and ligase"	"PFAM: AMP-dependent synthetase and ligase condensation domain  phosphopantetheine-binding~KEGG: mlo:mll6983 similar to coenzyme a synthetase"	"InterPro:IPR000873,InterPro:IPR001242,InterPro:IPR002086,InterPro:IPR006163,NCBI_GP:ABG52864.1"
"Tery_3818"	1445.34336259432	-2.56795737365031	0.301314751177971	-8.52250798744849	1.56134880158888e-17	2.60603309065198e-15	437	801	519	2047	3658	2128	564	"   119.85"	"   123.22"	"    95.10"	"   674.42"	"   664.40"	"   381.21"	"   158.98"	" 6.92"	" 6.96"	" 6.59"	" 9.40"	" 9.38"	" 8.58"	" 7.32"	"Tery_3818"	"gene3855"	"CDS"	5868027	5869220	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: bha:BH2305 lipopolysaccharide N-acetylglucosaminyltransferase"	"InterPro:IPR001296,NCBI_GP:ABG52862.1"
"Tery_3824"	599.969264042162	-2.52861661049008	0.29750693312453	-8.49935355769224	1.90649402415598e-17	3.04375915508729e-15	194	324	259	870	1612	751	199	"    53.20"	"    49.84"	"    47.46"	"   286.64"	"   292.78"	"   134.53"	"    56.10"	" 5.76"	" 5.67"	" 5.60"	" 8.17"	" 8.20"	" 7.08"	" 5.84"	"Tery_3824"	"gene3861"	"CDS"	5892400	5893881	"+"	"CP000393.1"	"putative flavin-binding monooxygenase"	"KEGG: pae:PA2097 probable flavin-binding monooxygenase"	"InterPro:IPR000103,InterPro:IPR000759,InterPro:IPR013027,NCBI_GP:ABG52868.1"
"Tery_3819"	6630.17113589347	-2.69201508405763	0.325910400732423	-8.25998519227318	1.45690540203223e-16	2.13990265450494e-14	2471	2897	2096	11580	14788	8370	2361	"   677.67"	"   445.64"	"   384.05"	"  3815.23"	"  2685.92"	"  1499.41"	"   665.53"	" 9.41"	" 8.80"	" 8.59"	"11.90"	"11.39"	"10.55"	" 9.38"	"Tery_3819"	"gene3856"	"CDS"	5869316	5876971	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding  Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like Methyltransferase type 11 Methyltransferase type 12~KEGG: ana:alr2680 polyketide synthase"	"InterPro:IPR000051,InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR001601,InterPro:IPR002198,InterPro:IPR006162,InterPro:IPR006163,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG52863.1"
"Tery_3817"	2304.04238943907	-2.8177182686744	0.362597628936993	-7.77092303922379	7.79162310680947e-15	8.94088751506387e-13	604	1153	608	4055	4427	3908	851	"   165.65"	"   177.36"	"   111.41"	"  1335.99"	"   804.07"	"   700.08"	"   239.88"	" 7.38"	" 7.48"	" 6.81"	"10.38"	" 9.65"	" 9.45"	" 7.91"	"Tery_3817"	"gene3854"	"CDS"	5867650	5867856	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52861.1"
"Tery_3825"	3455.91941147207	-2.72580276953158	0.356149688153802	-7.6535312544046	1.95534086846325e-14	2.17576111181729e-12	1004	1654	1118	5900	7164	5608	1127	"   275.35"	"   254.43"	"   204.85"	"  1943.86"	"  1301.18"	"  1004.62"	"   317.69"	" 8.11"	" 8.00"	" 7.69"	"10.93"	"10.35"	" 9.97"	" 8.32"	"Tery_3825"	"gene3862"	"CDS"	5894131	5895816	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: bps:BPSL1637 putative lipase"	"NCBI_GP:ABG52869.1"
"Tery_3821"	3735.66094253573	-2.86460393345394	0.37550807032113	-7.6286081708022	2.37301684488763e-14	2.48963367269354e-12	1314	1587	954	6838	8450	4873	1039	"   360.36"	"   244.13"	"   174.80"	"  2252.90"	"  1534.76"	"   872.95"	"   292.88"	" 8.50"	" 7.94"	" 7.46"	"11.14"	"10.58"	" 9.77"	" 8.20"	"Tery_3821"	"gene3858"	"CDS"	5881443	5887172	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR002198,InterPro:IPR006163,NCBI_GP:ABG52865.1"
"Tery_1046"	25349.2545798152	-1.5512005887797	0.204076600509219	-7.60107030844837	2.93691483916392e-14	2.9956531359472e-12	14892	19343	18674	32325	54259	23717	12949	"  4084.13"	"  2975.51"	"  3421.68"	" 10650.04"	"  9854.95"	"  4248.69"	"  3650.14"	"12.00"	"11.54"	"11.74"	"13.38"	"13.27"	"12.05"	"11.83"	"Tery_1046"	"gene1052"	"CDS"	1636298	1636651	"-"	"CP000393.1"	"protein of unknown function DUF1257"	"PFAM: protein of unknown function DUF1257~KEGG: ava:Ava_4766 protein of unknown function DUF1257"	"InterPro:IPR009666,NCBI_GP:ABG50418.1"
"Tery_0830"	373.979511172058	-2.12223524679505	0.282640176300721	-7.50861138912201	5.97578279322423e-14	5.93056065316739e-12	95	239	157	436	683	777	265	"    26.05"	"    36.77"	"    28.77"	"   143.65"	"   124.05"	"   139.19"	"    74.70"	" 4.76"	" 5.24"	" 4.90"	" 7.18"	" 6.97"	" 7.13"	" 6.24"	"Tery_0830"	"gene836"	"CDS"	1318026	1318814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3941 unknown protein"	"NCBI_GP:ABG50244.1"
"Tery_3826"	12753.7545246831	-2.3582059968451	0.315567062182801	-7.47291552081896	7.8437207082845e-14	7.20053561020517e-12	4638	7396	5230	20261	26733	18635	4713	"  1271.97"	"  1137.72"	"   958.30"	"  6675.34"	"  4855.46"	"  3338.29"	"  1328.53"	"10.31"	"10.15"	" 9.91"	"12.70"	"12.25"	"11.71"	"10.38"	"Tery_3826"	"gene3863"	"CDS"	5897089	5899005	"+"	"CP000393.1"	"Dimethylaniline monooxygenase (N-oxide forming)"	"PFAM: flavin-containing monooxygenase FMO~KEGG: cfa:478994 similar to flavin containing monooxygenase 5"	"InterPro:IPR000103,InterPro:IPR000960,InterPro:IPR001100,InterPro:IPR013027,NCBI_GP:ABG52870.1"
"Tery_3033"	2027.24715401106	-1.78835562087611	0.243995263359248	-7.32946859809737	2.31067112168111e-13	1.92836008154842e-11	844	1204	1044	2280	3580	3830	1461	"   231.47"	"   185.21"	"   191.29"	"   751.19"	"   650.23"	"   686.11"	"   411.83"	" 7.86"	" 7.54"	" 7.59"	" 9.55"	" 9.35"	" 9.42"	" 8.69"	"Tery_3033"	"gene3059"	"CDS"	4684202	4685209	"+"	"CP000393.1"	"Sucraseferredoxin-like"	"PFAM: Sucraseferredoxin-like~KEGG: ana:all1981 hypothetical protein"	"InterPro:IPR009737,NCBI_GP:ABG52184.1"
"Tery_3034"	468.683905170223	-2.24039791344079	0.309614592907678	-7.23608629813142	4.61817528620344e-13	3.60807226615724e-11	115	255	276	475	1249	398	505	"    31.54"	"    39.23"	"    50.57"	"   156.50"	"   226.85"	"    71.30"	"   142.35"	" 5.02"	" 5.33"	" 5.69"	" 7.30"	" 7.83"	" 6.18"	" 7.16"	"Tery_3034"	"gene3060"	"CDS"	4685403	4685561	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:asl1657 transposase"	"NCBI_GP:ABG52185.1"
"Tery_3222"	438.940013297593	-1.57145045363685	0.220732720145876	-7.11924563154174	1.08519362839903e-12	8.13230817036989e-11	179	341	212	440	737	758	417	"    49.09"	"    52.46"	"    38.85"	"   144.97"	"   133.86"	"   135.79"	"   117.55"	" 5.65"	" 5.74"	" 5.32"	" 7.19"	" 7.08"	" 7.10"	" 6.89"	"Tery_3222"	"gene3250"	"CDS"	4928195	4929331	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related Transport-associated OB~SMART: ATPase~KEGG: syn:sll1878 ABC-type iron transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013611,NCBI_GP:ABG52340.1"
"Tery_0174"	1394.94255459424	-1.62768607250513	0.232349528066737	-7.00533410180894	2.46397139411026e-12	1.77405940375939e-10	764	1147	812	1894	2637	1586	772	"   209.53"	"   176.44"	"   148.78"	"   624.01"	"   478.95"	"   284.12"	"   217.62"	" 7.72"	" 7.47"	" 7.23"	" 9.29"	" 8.91"	" 8.16"	" 7.77"	"Tery_0174"	"gene173"	"CDS"	259770	261428	"+"	"CP000393.1"	"GUN4-like"	"PFAM: GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR000585,InterPro:IPR008629,NCBI_GP:ABG49666.1"
"Tery_4357"	244.061597789548	-1.96434206580135	0.286395580734398	-6.85884209792705	6.94209187667327e-12	4.9021848790662e-10	92	185	138	333	532	335	103	"    25.23"	"    28.46"	"    25.29"	"   109.71"	"    96.63"	"    60.01"	"    29.03"	" 4.71"	" 4.88"	" 4.72"	" 6.79"	" 6.61"	" 5.93"	" 4.91"	"Tery_4357"	"gene4400"	"CDS"	6716835	6718196	"+"	"CP000393.1"	"FeS assembly protein SufD"	"TIGRFAM: FeS assembly protein SufD~PFAM: SufBD~KEGG: ana:alr2494 hypothetical protein"	"InterPro:IPR000825,InterPro:IPR011542,NCBI_GP:ABG53349.1"
"Tery_3816"	2179.54719749705	-2.31162026666474	0.345570687349101	-6.68928341230952	2.24266033372612e-11	1.52500902693376e-09	614	1345	817	3043	4068	4502	955	"   168.39"	"   206.90"	"   149.70"	"  1002.57"	"   738.86"	"   806.49"	"   269.20"	" 7.40"	" 7.70"	" 7.24"	" 9.97"	" 9.53"	" 9.66"	" 8.08"	"Tery_3816"	"gene3853"	"CDS"	5867072	5867284	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52860.1"
"Tery_1657"	122.797637838762	-1.65374601783614	0.24742321816149	-6.68387562866783	2.32704320380681e-11	1.55361866261429e-09	64	95	92	155	283	102	66	"    17.55"	"    14.61"	"    16.86"	"    51.07"	"    51.40"	"    18.27"	"    18.60"	" 4.21"	" 3.96"	" 4.16"	" 5.70"	" 5.71"	" 4.27"	" 4.29"	"Tery_1657"	"gene1667"	"CDS"	2521887	2523671	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmt:PMT0296 TPR repeat"	"InterPro:IPR001023,InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50930.1"
"Tery_1666"	12365.3129729027	-2.11748903739646	0.325697256768941	-6.5014027394731	7.95744774179331e-11	5.12627159787106e-09	3030	7999	5672	13500	24995	28027	6548	"   830.98"	"  1230.48"	"  1039.29"	"  4447.81"	"  4539.79"	"  5020.78"	"  1845.79"	" 9.70"	"10.27"	"10.02"	"12.12"	"12.15"	"12.29"	"10.85"	"Tery_1666"	"gene1676"	"CDS"	2532407	2532922	"-"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: ana:alr2405 flavodoxin"	"InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG50937.1"
"Tery_3823"	435.361014050554	-2.27800581253293	0.35217277645558	-6.46843244233631	9.90247709284391e-11	6.16303320083438e-09	157	270	192	614	1021	686	133	"    43.06"	"    41.53"	"    35.18"	"   202.29"	"   185.44"	"   122.89"	"    37.49"	" 5.46"	" 5.41"	" 5.18"	" 7.67"	" 7.54"	" 6.95"	" 5.27"	"Tery_3823"	"gene3860"	"CDS"	5891768	5892256	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: fra:Francci3_0998 hypothetical protein"	"NCBI_GP:ABG52867.1"
"Tery_3377"	3356.41372837305	-1.88277575392184	0.29161098370545	-6.45646377923677	1.07177818624802e-10	6.55928249983786e-09	1002	2237	1214	3582	4917	8276	2644	"   274.80"	"   344.12"	"   222.44"	"  1180.15"	"   893.06"	"  1482.57"	"   745.31"	" 8.11"	" 8.43"	" 7.80"	"10.21"	" 9.80"	"10.53"	" 9.54"	"Tery_3377"	"gene3406"	"CDS"	5176866	5177915	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 1"	"PFAM: extracellular solute-binding protein%2C family 1~KEGG: tel:tll0513 iron binding protein component of ABC iron transporter"	"InterPro:IPR006059,NCBI_GP:ABG52479.1"
"Tery_0182"	4393.77095427414	-1.78798197695572	0.278525803326715	-6.41944823639334	1.3676915119353e-10	8.1002632771394e-09	1237	2853	3420	3751	11031	5860	3692	"   339.25"	"   438.87"	"   626.65"	"  1235.83"	"  2003.54"	"  1049.77"	"  1040.72"	" 8.41"	" 8.78"	" 9.29"	"10.27"	"10.97"	"10.04"	"10.02"	"Tery_0182"	"gene181"	"CDS"	269811	270872	"+"	"CP000393.1"	"photosystem q(b) protein"	"TIGRFAM: photosystem q(b) protein~PFAM: photosynthetic reaction centre protein~KEGG: syf:Synpcc7942_1389 photosystem q(b) protein"	"InterPro:IPR000484,InterPro:IPR005867,NCBI_GP:ABG49673.1"
"Tery_0409"	1530.94906619473	-1.85467777658239	0.298982862448927	-6.20329125686662	5.52943677708045e-10	3.22287172149832e-08	399	958	922	1641	2691	3411	994	"   109.43"	"   147.37"	"   168.94"	"   540.66"	"   488.76"	"   611.05"	"   280.19"	" 6.79"	" 7.21"	" 7.41"	" 9.08"	" 8.94"	" 9.26"	" 8.14"	"Tery_0409"	"gene413"	"CDS"	641535	642221	"-"	"CP000393.1"	"HAD-superfamily hydrolase%2C subfamily IA%2C variant 3"	"TIGRFAM: HAD-superfamily hydrolase%2C subfamily IA%2C variant 3~PFAM: Haloacid dehalogenase-like hydrolase~KEGG: ava:Ava_4630 HAD-superfamily hydrolase subfamily IA%2C variant 3"	"InterPro:IPR005834,InterPro:IPR006402,NCBI_GP:ABG49873.1"
