""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2566"	129.67809288851	1.14952188844239	0.275611169953038	4.17081023471676	3.03518539278005e-05	0.00294060054565621	192	270	191	48	83	95	77	"    52.66"	"    41.53"	"    35.00"	"    15.81"	"    15.08"	"    17.02"	"    21.71"	" 5.7188"	" 5.3766"	" 5.1296"	" 3.9841"	" 3.9151"	" 4.0899"	" 4.4406"	"Tery_2566"	"gene2587"	"CDS"	3963239	3963814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4442 hypothetical protein"	"NCBI_GP:ABG51765.1"
"Tery_0675"	1366.82237598475	1.22403908854389	0.295170489879784	4.14688842723544	3.3702419154527e-05	0.00319100632267635	1997	2346	2223	556	1227	678	895	"   547.68"	"   360.88"	"   407.32"	"   183.18"	"   222.86"	"   121.46"	"   252.29"	" 9.0972"	" 8.4954"	" 8.6701"	" 7.5172"	" 7.8000"	" 6.9244"	" 7.9790"	"Tery_0675"	"gene680"	"CDS"	1105112	1105870	"-"	"CP000393.1"	"two component transcriptional regulator%2C winged helix family"	"PFAM: response regulator receiveR transcriptional regulatory protein-like~KEGG: ava:Ava_1263 two component transcriptional regulator%2C winged helix family"	"InterPro:IPR001789,InterPro:IPR001867,NCBI_GP:ABG50112.1"
"Tery_0276"	379.32981914455	1.02611697642115	0.251361692279803	4.08223292544884	4.46050578579445e-05	0.00412943713413771	546	629	736	99	239	320	237	"   149.74"	"    96.76"	"   134.86"	"    32.62"	"    43.41"	"    57.33"	"    66.81"	" 7.2264"	" 6.5965"	" 7.0754"	" 5.0280"	" 5.4403"	" 5.8413"	" 6.0621"	"Tery_0276"	"gene279"	"CDS"	427229	427843	"-"	"CP000393.1"	"cytochrome c oxidase%2C subunit III"	"PFAM: cytochrome c oxidase%2C subunit III~KEGG: ava:Ava_4300 cytochrome c oxidase subunit III"	"InterPro:IPR000298,NCBI_GP:ABG49758.1"
"Tery_0280"	637.163241935465	0.974938296834419	0.240076210385855	4.06095337504486	4.88727319223985e-05	0.00442616959105896	883	1175	1236	154	314	490	467	"   242.16"	"   180.75"	"   226.47"	"    50.74"	"    57.03"	"    87.78"	"   131.64"	" 7.9199"	" 7.4979"	" 7.8233"	" 5.6653"	" 5.8339"	" 6.4560"	" 7.0406"	"Tery_0280"	"gene283"	"CDS"	431615	432115	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_B0181 hypothetical protein"	"NCBI_GP:ABG49762.1"
"Tery_0848"	62.7341094388287	1.43163769038626	0.359543028582111	3.98182575262839	6.83879100880045e-05	0.00593550069638806	69	207	100	13	30	40	36	"    18.92"	"    31.84"	"    18.32"	"     4.28"	"     5.45"	"     7.17"	"    10.15"	" 4.2429"	" 4.9933"	" 4.1964"	" 2.1020"	" 2.4486"	" 2.8431"	" 3.3445"	"Tery_0848"	"gene854"	"CDS"	1343707	1343889	"-"	"CP000393.1"	"cell surface protein"	"KEGG: mba:Mbar_A1995 cell surface protein"	"NCBI_GP:ABG50258.1"
"Tery_4142"	5329.80802830754	0.947629742267292	0.242330294854703	3.91048813288274	9.21097858740713e-05	0.00782393550031583	8479	8940	9065	1314	2936	4970	3378	"  2325.37"	"  1375.23"	"  1661.00"	"   432.92"	"   533.26"	"   890.33"	"   952.21"	"11.1832"	"10.4255"	"10.6978"	" 8.7580"	" 9.0587"	" 9.7982"	" 9.8952"	"Tery_4142"	"gene4182"	"CDS"	6389619	6389930	"+"	"CP000393.1"	"nitrogen fixation protein NifW"	"PFAM: nitrogen fixation protein NifW~KEGG: ava:Ava_3937 nitrogen fixation protein NifW"	"InterPro:IPR004893,NCBI_GP:ABG53150.1"
"Tery_4139"	2792.32140903615	1.17136230571112	0.305506876233339	3.83416020010124	0.000125994010957978	0.0102919813657046	5191	4517	3907	960	1634	1859	1777	"  1423.63"	"   694.85"	"   715.89"	"   316.29"	"   296.78"	"   333.02"	"   500.91"	"10.4754"	" 9.4406"	" 9.4836"	" 8.3051"	" 8.2133"	" 8.3795"	" 8.9684"	"Tery_4139"	"gene4179"	"CDS"	6385521	6388331	"+"	"CP000393.1"	"nitrogenase MoFe cofactor biosynthesis protein NifE"	"KEGG: ava:Ava_4251 nitrogenase MoFe cofactor biosynthesis protein NifE~TIGRFAM: nitrogenase MoFe cofactor biosynthesis protein NifE  nitrogenase molybdenum-iron cofactor biosynthesis protein NifN~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005973,InterPro:IPR005975,NCBI_GP:ABG53147.1"
"Tery_1958"	821.237328170394	0.921960466378505	0.242126741408695	3.80775977496139	0.000140231397083837	0.0112346923125244	911	1439	1548	311	754	596	560	"   249.84"	"   221.36"	"   283.64"	"   102.46"	"   136.95"	"   106.77"	"   157.86"	" 7.9649"	" 7.7903"	" 8.1480"	" 6.6791"	" 7.0976"	" 6.7385"	" 7.3026"	"Tery_1958"	"gene1970"	"CDS"	3035691	3036203	"+"	"CP000393.1"	"ferric uptake regulator%2C Fur family"	"PFAM: ferric-uptake regulator~KEGG: tel:tll0048 ferric uptake regulation protein"	"InterPro:IPR002481,NCBI_GP:ABG51211.1"
"Tery_4032"	1004.0185987181	1.14046749359902	0.300279316121907	3.79802214927124	0.000145855292713968	0.0114647764046489	1465	1744	1633	346	904	540	692	"   401.78"	"   268.28"	"   299.22"	"   114.00"	"   164.19"	"    96.74"	"   195.06"	" 8.6503"	" 8.0676"	" 8.2251"	" 6.8330"	" 7.3593"	" 6.5961"	" 7.6079"	"Tery_4032"	"gene4071"	"CDS"	6234655	6236352	"+"	"CP000393.1"	"TrkA-N"	"PFAM: TrkA-N~KEGG: ava:Ava_2853 TrkA-N"	"InterPro:IPR003148,NCBI_GP:ABG53050.1"
"Tery_0846"	87.955092234098	1.05328899358094	0.281584419522649	3.74057980681784	0.000183596237416444	0.0139065804559438	93	197	182	27	44	74	55	"    25.51"	"    30.30"	"    33.35"	"     8.90"	"     7.99"	"    13.26"	"    15.50"	" 4.6733"	" 4.9219"	" 5.0600"	" 3.1547"	" 3.0003"	" 3.7297"	" 3.9555"	"Tery_0846"	"gene852"	"CDS"	1340262	1340720	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tlr1091 unknown protein"	"NCBI_GP:ABG50256.1"
"Tery_1886"	172.389790147584	2.9469443403169	0.799444956083309	3.68623795533686	0.000227593558874034	0.0166342941450742	406	398	345	9	29	18	61	"   111.35"	"    61.22"	"    63.22"	"     2.97"	"     5.27"	"     3.22"	"    17.20"	" 6.7990"	" 5.9363"	" 5.9824"	" 1.5730"	" 2.3998"	" 1.6936"	" 4.1048"	"Tery_1886"	"gene1897"	"CDS"	2883903	2884400	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_4384 hypothetical protein"	"NCBI_GP:ABG51142.1"
"Tery_3369"	385.2653639647	1.04419844043526	0.285812365420414	3.65344039226331	0.000258749877544539	0.0182703727093313	633	610	600	158	220	290	246	"   173.60"	"    93.84"	"   109.94"	"    52.06"	"    39.96"	"    51.95"	"    69.34"	" 7.4397"	" 6.5522"	" 6.7807"	" 5.7023"	" 5.3208"	" 5.6994"	" 6.1159"	"Tery_3369"	"gene3398"	"CDS"	5165518	5166480	"-"	"CP000393.1"	"NADH ubiquinone oxidoreductase%2C 20 kDa subunit"	"PFAM: NADH ubiquinone oxidoreductase%2C 20 kDa subunit~KEGG: ava:Ava_4596 NADH ubiquinone oxidoreductase%2C 20 kDa subunit"	"InterPro:IPR001821,InterPro:IPR006137,NCBI_GP:ABG52471.1"
"Tery_0277"	1173.3983128901	0.843810970397184	0.235034013407189	3.59016534740998	0.00033046826396176	0.0226466357598001	1670	1942	2148	321	647	1033	851	"   458.00"	"   298.74"	"   393.58"	"   105.76"	"   117.51"	"   185.05"	"   239.88"	" 8.8392"	" 8.2228"	" 8.6206"	" 6.7248"	" 6.8768"	" 7.5319"	" 7.9063"	"Tery_0277"	"gene280"	"CDS"	428293	429981	"-"	"CP000393.1"	"Cytochrome-c oxidase"	"PFAM: cytochrome c oxidase%2C subunit I~KEGG: ana:alr2732 cytochrome c oxidase subunit I"	"InterPro:IPR000883,NCBI_GP:ABG49759.1"
"Tery_1887"	580.984152902542	0.908336956103613	0.253817976826541	3.57869433623438	0.000345315048680627	0.0232029434323144	850	957	987	171	412	482	397	"   233.11"	"   147.21"	"   180.85"	"    56.34"	"    74.83"	"    86.35"	"   111.91"	" 7.8649"	" 7.2019"	" 7.4987"	" 5.8163"	" 6.2258"	" 6.4322"	" 6.8063"	"Tery_1887"	"gene1898"	"CDS"	2884846	2886438	"+"	"CP000393.1"	"transcriptional regulator"	"KEGG: ana:all2512 transcriptional regulator"	"NCBI_GP:ABG51143.1"
"Tery_3357"	127.203816113433	0.949248349972273	0.26890275450949	3.53008042518498	0.000415433361994775	0.0270421154073474	152	207	159	85	161	94	65	"    41.69"	"    31.84"	"    29.13"	"    28.00"	"    29.24"	"    16.84"	"    18.32"	" 5.3818"	" 4.9933"	" 4.8651"	" 4.8081"	" 4.8705"	" 4.0746"	" 4.1963"	"Tery_3357"	"gene3385"	"CDS"	5150909	5151526	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr2117 unknown protein"	"NCBI_GP:ABG52459.1"
"Tery_4130"	220.812584303667	1.23737515147844	0.355558251642353	3.48009122489184	0.000501243078231263	0.0312465360468094	416	353	300	53	193	155	124	"   114.09"	"    54.30"	"    54.97"	"    17.46"	"    35.05"	"    27.77"	"    34.95"	" 6.8341"	" 5.7632"	" 5.7808"	" 4.1270"	" 5.1319"	" 4.7958"	" 5.1278"	"Tery_4130"	"gene4170"	"CDS"	6372687	6372878	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1924 hypothetical protein"	"NCBI_GP:ABG53138.1"
"Tery_2902"	226.14603953986	0.802147149028837	0.23205266337441	3.45674614272622	0.000546739634632618	0.0331039425085078	234	434	400	83	205	211	142	"    64.17"	"    66.76"	"    73.29"	"    27.35"	"    37.23"	"    37.80"	"    40.03"	" 6.0042"	" 6.0612"	" 6.1958"	" 4.7738"	" 5.2189"	" 5.2406"	" 5.3233"	"Tery_2902"	"gene2924"	"CDS"	4511390	4512130	"+"	"CP000393.1"	"two component transcriptional regulator%2C winged helix family"	"PFAM: response regulator receiveR transcriptional regulatory protein-like~KEGG: ava:Ava_3369 two component transcriptional regulator%2C winged helix family"	"InterPro:IPR001789,InterPro:IPR001867,NCBI_GP:ABG52070.1"
"Tery_4136"	30722.431022931	0.891804972293359	0.258046657043699	3.45598343536121	0.000548289014183158	0.0331039425085078	46818	49669	57351	9213	11003	29046	20813	" 12839.84"	"  7640.53"	" 10508.54"	"  3035.38"	"  1998.45"	"  5203.33"	"  5866.89"	"13.6483"	"12.8995"	"13.3593"	"11.5677"	"10.9647"	"12.3452"	"12.5184"	"Tery_4136"	"gene4176"	"CDS"	6380808	6381698	"+"	"CP000393.1"	"nitrogenase iron protein subunit NifH"	"KEGG: ava:Ava_3916 nitrogenase iron protein~TIGRFAM: nitrogenase iron protein~PFAM: NifH/frxC"	"InterPro:IPR000392,InterPro:IPR002110,InterPro:IPR005977,NCBI_GP:ABG53144.1"
"Tery_4131"	321.403160513625	1.00474654655081	0.29680845679088	3.38516819033466	0.000711346536109846	0.0405954749237482	515	510	497	102	251	226	221	"   141.24"	"    78.45"	"    91.07"	"    33.61"	"    45.59"	"    40.49"	"    62.30"	" 7.1421"	" 6.2939"	" 6.5090"	" 5.0711"	" 5.5109"	" 5.3397"	" 5.9613"	"Tery_4131"	"gene4171"	"CDS"	6373632	6373910	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3954 hypothetical protein"	"NCBI_GP:ABG53139.1"
"Tery_4145"	6863.27774145899	1.12289738989103	0.335246808669783	3.34946481473321	0.000809678386638392	0.0449749354498072	13788	8536	11399	1514	3617	6679	3510	"  3781.36"	"  1313.08"	"  2088.66"	"   498.81"	"   656.95"	"  1196.48"	"   989.42"	"11.8847"	"10.3588"	"11.0284"	" 8.9624"	" 9.3597"	"10.2246"	" 9.9505"	"Tery_4145"	"gene4185"	"CDS"	6391780	6392094	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: ana:all1430 heterocyst ferredoxin"	"InterPro:IPR001041,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG53153.1"
"Tery_4087"	336.428926690159	0.832895382264544	0.249438340384592	3.33908324189602	0.000840553722209402	0.0460077556215444	387	685	501	112	345	323	195	"   106.13"	"   105.37"	"    91.80"	"    36.90"	"    62.66"	"    57.86"	"    54.97"	" 6.7299"	" 6.7195"	" 6.5206"	" 5.2060"	" 5.9697"	" 5.8548"	" 5.7808"	"Tery_4087"	"gene4126"	"CDS"	6305555	6305845	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr2346 hypothetical protein"	"NCBI_GP:ABG53095.1"
"Tery_4137"	29002.4049465404	0.799415891542462	0.240861891175862	3.31898038182711	0.000903467764427578	0.0482544449564781	41808	46691	53001	9382	12125	29946	19291	" 11465.85"	"  7182.43"	"  9711.48"	"  3091.06"	"  2202.24"	"  5364.55"	"  5437.86"	"13.4851"	"12.8103"	"13.2455"	"11.5939"	"11.1048"	"12.3892"	"12.4088"	"Tery_4137"	"gene4177"	"CDS"	6381887	6383344	"+"	"CP000393.1"	"nitrogenase molybdenum-iron protein alpha chain"	"KEGG: cyb:CYB_0422 nitrogenase molybdenum-iron protein alpha chain~TIGRFAM: nitrogenase molybdenum-iron protein alpha chain  nitrogenase component I%2C alpha chain~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005972,InterPro:IPR010143,NCBI_GP:ABG53145.1"
"Tery_1835"	63.9668954487675	1.11513473817742	0.336865464799459	3.31032668736546	0.000931871406980761	0.0491414719174918	79	95	96	35	91	51	25	"    21.67"	"    14.61"	"    17.59"	"    11.53"	"    16.53"	"     9.14"	"     7.05"	" 4.4380"	" 3.8702"	" 4.1375"	" 3.5287"	" 4.0477"	" 3.1932"	" 2.8191"	"Tery_1835"	"gene1846"	"CDS"	2804987	2811175	"+"	"CP000393.1"	"peptidyl-Asp metallopeptidase. Metallo peptidase. MEROPS family M72"	"PFAM: peptidase-like~KEGG: mta:Moth_0241 glycosyl hydrolase%2C BNR repeat"	"InterPro:IPR006025,InterPro:IPR007280,NCBI_GP:ABG51091.1"
"Tery_4140"	2174.8591242742	0.791370479952073	0.24192598433823	3.27112642371512	0.00107120011624474	0.0557827460534447	3219	3310	3890	691	1077	2289	1404	"   882.81"	"   509.17"	"   712.77"	"   227.66"	"   195.61"	"   410.05"	"   395.77"	" 9.7860"	" 8.9920"	" 9.4773"	" 7.8308"	" 7.6119"	" 8.6797"	" 8.6285"	"Tery_4140"	"gene4180"	"CDS"	6388520	6388939	"+"	"CP000393.1"	"nitrogen fixation protein NifX"	"TIGRFAM: nitrogen fixation protein NifX~PFAM: Dinitrogenase iron-molybdenum cofactor biosynthesis~KEGG: ana:all1436 nitrogen fixation protein"	"InterPro:IPR003731,InterPro:IPR013480,NCBI_GP:ABG53148.1"
"Tery_0972"	282.322860537215	0.832729650770579	0.25634684816216	3.24844895398834	0.0011603602671837	0.0582416972661118	383	492	392	141	223	304	138	"   105.04"	"    75.68"	"    71.83"	"    46.45"	"    40.50"	"    54.46"	"    38.90"	" 6.7149"	" 6.2421"	" 6.1667"	" 5.5381"	" 5.3403"	" 5.7674"	" 5.2821"	"Tery_0972"	"gene978"	"CDS"	1531676	1533391	"+"	"CP000393.1"	"histidine kinase"	"PFAM: histidine kinase A-like~KEGG: ana:alr2572 two-component sensor histidine kinase"	"InterPro:IPR003661,InterPro:IPR005467,NCBI_GP:ABG50354.1"
"Tery_3367"	214.994750558778	0.888014490626817	0.277569008675764	3.19925662761628	0.00137782462535812	0.0683335403481183	272	381	348	70	213	161	149	"    74.60"	"    58.61"	"    63.76"	"    23.06"	"    38.69"	"    28.84"	"    42.00"	" 6.2212"	" 5.8733"	" 5.9949"	" 4.5281"	" 5.2741"	" 4.8506"	" 5.3927"	"Tery_3367"	"gene3396"	"CDS"	5162136	5162609	"-"	"CP000393.1"	"hydrogenase maturation protease"	"TIGRFAM: hydrogenase maturation protease~PFAM: peptidase M52%2C hydrogen uptake protein~KEGG: ava:Ava_3947 peptidase M52%2C hydrogen uptake protein"	"InterPro:IPR000671,NCBI_GP:ABG52469.1"
"Tery_0674"	442.932790028587	0.832261953668729	0.2612387537813	3.18582883137419	0.0014433996793659	0.0707435654616275	410	817	720	219	541	287	309	"   112.44"	"   125.68"	"   131.93"	"    72.15"	"    98.26"	"    51.41"	"    87.10"	" 6.8132"	" 6.9737"	" 7.0437"	" 6.1732"	" 6.6187"	" 5.6844"	" 6.4448"	"Tery_0674"	"gene679"	"CDS"	1103770	1104519	"+"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: ava:Ava_1262 ABC transporter-like"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG50111.1"
"Tery_3365"	305.412920220736	1.08630939681093	0.342430004859877	3.17235458748848	0.00151208261432167	0.0715833655825462	478	485	422	89	372	207	182	"   131.09"	"    74.61"	"    77.32"	"    29.32"	"    67.57"	"    37.08"	"    51.30"	" 7.0345"	" 6.2214"	" 6.2730"	" 4.8744"	" 6.0784"	" 5.2130"	" 5.6813"	"Tery_3365"	"gene3394"	"CDS"	5161453	5161782	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0455 hypothetical protein"	"NCBI_GP:ABG52467.1"
"Tery_4231"	251.966448218681	0.751344985179875	0.236780216923611	3.17317466358378	0.00150781784389596	0.0715833655825462	223	532	334	148	289	215	150	"    61.16"	"    81.84"	"    61.20"	"    48.76"	"    52.49"	"    38.52"	"    42.28"	" 5.9347"	" 6.3549"	" 5.9357"	" 5.6080"	" 5.7143"	" 5.2677"	" 5.4023"	"Tery_4231"	"gene4273"	"CDS"	6531525	6532598	"-"	"CP000393.1"	"response regulator receiver modulated diguanylate cyclase"	"TIGRFAM: diguanylate cyclase~PFAM: conserved hypothetical protein response regulator receiver~KEGG: lic:LIC11444 response regulator"	"InterPro:IPR000160,InterPro:IPR001789,NCBI_GP:ABG53232.1"
"Tery_3368"	316.463735557938	0.944154822192094	0.298260548166235	3.16553707152001	0.00154796935117623	0.0724588799662942	555	509	534	67	118	248	244	"   152.21"	"    78.30"	"    97.85"	"    22.07"	"    21.43"	"    44.43"	"    68.78"	" 7.2500"	" 6.2911"	" 6.6126"	" 4.4650"	" 4.4224"	" 5.4737"	" 6.1041"	"Tery_3368"	"gene3397"	"CDS"	5163224	5164828	"-"	"CP000393.1"	"Hydrogen:quinone oxidoreductase"	"PFAM: nickel-dependent hydrogenase%2C large subunit~KEGG: ava:Ava_4595 nickel-dependent hydrogenase%2C large subunit"	"InterPro:IPR001501,NCBI_GP:ABG52470.1"
