""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2559"	3549.07417420557	-2.06201867068853	0.231229312808474	-8.91763524980283	4.76350322995716e-19	1.65372953800013e-16	1335	2345	1506	2907	3834	8714	4313	"   366.12"	"   360.73"	"   275.95"	"   957.76"	"   696.36"	"  1561.03"	"  1215.77"	" 8.5162"	" 8.4948"	" 8.1083"	" 9.9035"	" 9.4437"	"10.6083"	"10.2477"	"Tery_2559"	"gene2580"	"CDS"	3955556	3956104	"+"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: syf:Synpcc7942_1541 flavodoxin%2C long chain"	"InterPro:IPR001226,InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG51759.1"
"Tery_2485"	9262.07698630275	-7.33559832379347	0.862913948664264	-8.50096157924959	1.88026600854798e-17	6.02552937816221e-15	28	185	43	13726	26958	19219	4607	"     7.68"	"    28.46"	"     7.88"	"  4522.27"	"  4896.33"	"  3442.91"	"  1298.65"	" 2.9428"	" 4.8313"	" 2.9798"	"12.1428"	"12.2575"	"11.7494"	"10.3428"	"Tery_2485"	"gene2507"	"CDS"	3828573	3830141	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like photosystem I reaction centre%2C subunit XI PsaL~KEGG: ana:all4002 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000932,InterPro:IPR003757,NCBI_GP:ABG51693.1"
"Tery_0831"	436.427149032464	-1.79731445611669	0.212065872542785	-8.47526494747084	2.34545125136709e-17	6.9793927951395e-15	117	271	196	468	830	718	445	"    32.09"	"    41.69"	"    35.91"	"   154.19"	"   150.75"	"   128.62"	"   125.44"	" 5.0044"	" 5.3819"	" 5.1669"	" 7.2687"	" 7.2361"	" 7.0071"	" 6.9710"	"Tery_0831"	"gene837"	"CDS"	1318857	1319852	"-"	"CP000393.1"	"Twin-arginine translocation pathway signal"	"TIGRFAM: Twin-arginine translocation pathway signal~PFAM: multicopper oxidase%2C type 2  multicopper oxidase%2C type 3~KEGG: ava:Ava_1760 multicopper oxidase%2C types 2 and 3"	"InterPro:IPR001287,InterPro:IPR006311,InterPro:IPR011706,InterPro:IPR011707,NCBI_GP:ABG50245.1"
"Tery_3404"	334.557003366783	-1.91317284138103	0.237271481442987	-8.06322289449162	7.43088552052039e-16	2.06380460523253e-13	69	110	133	442	864	442	252	"    18.92"	"    16.92"	"    24.37"	"   145.62"	"   156.93"	"    79.18"	"    71.04"	" 4.2429"	" 4.0816"	" 4.6076"	" 7.1862"	" 7.2940"	" 6.3073"	" 6.1507"	"Tery_3404"	"gene3433"	"CDS"	5213167	5213691	"-"	"CP000393.1"	"ferric uptake regulator%2C Fur family"	"PFAM: ferric-uptake regulator~KEGG: syn:sll0567 ferric uptake regulation protein"	"InterPro:IPR002481,NCBI_GP:ABG52505.1"
"Tery_1686"	200.589761198393	-2.46806176427601	0.313042227409964	-7.88411769458761	3.16765626437829e-15	8.24778499837496e-13	22	33	23	371	635	192	73	"     6.03"	"     5.08"	"     4.21"	"   122.23"	"   115.33"	"    34.40"	"    20.58"	" 2.5954"	" 2.3466"	" 2.0787"	" 6.9336"	" 6.8498"	" 5.1045"	" 4.3637"	"Tery_1686"	"gene1696"	"CDS"	2568704	2569144	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr1356 hypothetical protein"	"NCBI_GP:ABG50957.1"
"Tery_3032"	1954.03455017039	-1.43775074019672	0.190405689915757	-7.55098621702346	4.31974560474159e-14	1.05859177584432e-11	693	1366	996	2118	3673	3165	1703	"   190.06"	"   210.13"	"   182.50"	"   697.81"	"   667.12"	"   566.98"	"   480.05"	" 7.5704"	" 7.7152"	" 7.5118"	" 9.4467"	" 9.3818"	" 9.1472"	" 8.9071"	"Tery_3032"	"gene3058"	"CDS"	4682776	4683933	"+"	"CP000393.1"	"Cupin 4"	"PFAM: Cupin 4~KEGG: syf:Synpcc7942_0373 hypothetical protein"	"InterPro:IPR006162,InterPro:IPR007113,InterPro:IPR013109,NCBI_GP:ABG52183.1"
"Tery_3377"	3356.41372837305	-1.99624820293607	0.291540744449302	-6.84723573271664	7.52905982858399e-12	1.74255906921561e-09	1002	2237	1214	3582	4917	8276	2644	"   274.80"	"   344.12"	"   222.44"	"  1180.15"	"   893.06"	"  1482.57"	"   745.31"	" 8.1023"	" 8.4268"	" 7.7974"	"10.2048"	" 9.8026"	"10.5339"	" 9.5417"	"Tery_3377"	"gene3406"	"CDS"	5176866	5177915	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 1"	"PFAM: extracellular solute-binding protein%2C family 1~KEGG: tel:tll0513 iron binding protein component of ABC iron transporter"	"InterPro:IPR006059,NCBI_GP:ABG52479.1"
"Tery_3222"	438.940013297593	-1.44546028009426	0.220706831679872	-6.54923216056518	5.78336645870791e-11	1.2680791929988e-08	179	341	212	440	737	758	417	"    49.09"	"    52.46"	"    38.85"	"   144.97"	"   133.86"	"   135.79"	"   117.55"	" 5.6177"	" 5.7133"	" 5.2800"	" 7.1797"	" 7.0647"	" 7.0853"	" 6.8772"	"Tery_3222"	"gene3250"	"CDS"	4928195	4929331	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related Transport-associated OB~SMART: ATPase~KEGG: syn:sll1878 ABC-type iron transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013611,NCBI_GP:ABG52340.1"
"Tery_0830"	373.979511172058	-1.81349870736172	0.283084882821047	-6.40620116937905	1.49190090270185e-10	3.10762958032795e-08	95	239	157	436	683	777	265	"    26.05"	"    36.77"	"    28.77"	"   143.65"	"   124.05"	"   139.19"	"    74.70"	" 4.7040"	" 5.2007"	" 4.8469"	" 7.1665"	" 6.9549"	" 7.1210"	" 6.2232"	"Tery_0830"	"gene836"	"CDS"	1318026	1318814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3941 unknown protein"	"NCBI_GP:ABG50244.1"
"Tery_3033"	2027.24715401106	-1.44673509076272	0.244113321075348	-5.92648973185766	3.0947872720857e-09	6.13946846452811e-07	844	1204	1044	2280	3580	3830	1461	"   231.47"	"   185.21"	"   191.29"	"   751.19"	"   650.23"	"   686.11"	"   411.83"	" 7.8547"	" 7.5331"	" 7.5797"	" 9.5530"	" 9.3448"	" 9.4223"	" 8.6860"	"Tery_3033"	"gene3059"	"CDS"	4684202	4685209	"+"	"CP000393.1"	"Sucraseferredoxin-like"	"PFAM: Sucraseferredoxin-like~KEGG: ana:all1981 hypothetical protein"	"InterPro:IPR009737,NCBI_GP:ABG52184.1"
"Tery_0459"	285.833168152926	-1.6255678300227	0.290236163984025	-5.60084521414835	2.13309147127066e-08	4.03929957696071e-06	108	225	143	292	366	665	233	"    29.62"	"    34.61"	"    26.20"	"    96.20"	"    66.48"	"   119.13"	"    65.68"	" 4.8889"	" 5.1136"	" 4.7122"	" 6.5882"	" 6.0550"	" 6.8965"	" 6.0376"	"Tery_0459"	"gene463"	"CDS"	727178	728614	"+"	"CP000393.1"	"PUCC protein"	"PFAM: PUCC protein major facilitator superfamily MFS_1~KEGG: syn:sll1906 hypothetical protein that may be an assembly factor for photosynthetic complex"	"InterPro:IPR004896,InterPro:IPR007114,InterPro:IPR011701,NCBI_GP:ABG49917.1"
"Tery_0409"	1530.94906619473	-1.65690680889398	0.299019703993145	-5.54112918569394	3.00527399977954e-08	5.44346586220938e-06	399	958	922	1641	2691	3411	994	"   109.43"	"   147.37"	"   168.94"	"   540.66"	"   488.76"	"   611.05"	"   280.19"	" 6.7739"	" 7.2034"	" 7.4005"	" 9.0786"	" 8.9330"	" 9.2552"	" 8.1303"	"Tery_0409"	"gene413"	"CDS"	641535	642221	"-"	"CP000393.1"	"HAD-superfamily hydrolase%2C subfamily IA%2C variant 3"	"TIGRFAM: HAD-superfamily hydrolase%2C subfamily IA%2C variant 3~PFAM: Haloacid dehalogenase-like hydrolase~KEGG: ava:Ava_4630 HAD-superfamily hydrolase subfamily IA%2C variant 3"	"InterPro:IPR005834,InterPro:IPR006402,NCBI_GP:ABG49873.1"
"Tery_1666"	12365.3129729027	-1.73772810477057	0.325713873743285	-5.33513689423059	9.54725008957254e-08	1.65724349471497e-05	3030	7999	5672	13500	24995	28027	6548	"   830.98"	"  1230.48"	"  1039.29"	"  4447.81"	"  4539.79"	"  5020.78"	"  1845.79"	" 9.6987"	"10.2650"	"10.0214"	"12.1189"	"12.1484"	"12.2937"	"10.8500"	"Tery_1666"	"gene1676"	"CDS"	2532407	2532922	"-"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: ana:alr2405 flavodoxin"	"InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG50937.1"
"Tery_3816"	2179.54719749705	-1.62629661396073	0.34577456310172	-4.70334370282266	2.55935035414041e-06	0.000343943663720934	614	1345	817	3043	4068	4502	955	"   168.39"	"   206.90"	"   149.70"	"  1002.57"	"   738.86"	"   806.49"	"   269.20"	" 7.3957"	" 7.6929"	" 7.2260"	" 9.9695"	" 9.5292"	" 9.6555"	" 8.0726"	"Tery_3816"	"gene3853"	"CDS"	5867072	5867284	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52860.1"
"Tery_1825"	122.20036406448	-1.52438402913168	0.326692864471304	-4.66610751232242	3.06959132402867e-06	0.000399622420496983	33	115	74	119	166	274	101	"     9.05"	"    17.69"	"    13.56"	"    39.21"	"    30.15"	"    49.08"	"    28.47"	" 3.1796"	" 4.1457"	" 3.7623"	" 5.2934"	" 4.9146"	" 5.6175"	" 4.8319"	"Tery_1825"	"gene1836"	"CDS"	2786301	2786687	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: gvi:gll0142 hypothetical protein"	"NCBI_GP:ABG51082.1"
"Tery_3817"	2304.04238943907	-1.64060155349673	0.362959017467574	-4.52007382250338	6.18180712487471e-06	0.000757453190653766	604	1153	608	4055	4427	3908	851	"   165.65"	"   177.36"	"   111.41"	"  1335.99"	"   804.07"	"   700.08"	"   239.88"	" 7.3721"	" 7.4707"	" 6.7998"	"10.3837"	" 9.6512"	" 9.4514"	" 7.9063"	"Tery_3817"	"gene3854"	"CDS"	5867650	5867856	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52861.1"
"Tery_3034"	468.683905170223	-1.4016248725935	0.311008039536033	-4.50671588645899	6.58386953636402e-06	0.000783668585385501	115	255	276	475	1249	398	505	"    31.54"	"    39.23"	"    50.57"	"   156.50"	"   226.85"	"    71.30"	"   142.35"	" 4.9795"	" 5.2941"	" 5.6606"	" 7.2901"	" 7.8257"	" 6.1560"	" 7.1534"	"Tery_3034"	"gene3060"	"CDS"	4685403	4685561	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:asl1657 transposase"	"NCBI_GP:ABG52185.1"
"Tery_4355"	737.678134399141	-1.6034805084431	0.366916964633302	-4.37014546341739	1.2416379631776e-05	0.0013980172309724	235	412	374	984	1184	1707	318	"    64.45"	"    63.38"	"    68.53"	"   324.20"	"   215.05"	"   305.79"	"    89.64"	" 6.0103"	" 5.9861"	" 6.0988"	" 8.3408"	" 7.7486"	" 8.2565"	" 6.4862"	"Tery_4355"	"gene4398"	"CDS"	6713998	6715434	"+"	"CP000393.1"	"Iron-regulated ABC transporter membrane component SufB"	"TIGRFAM: FeS assembly protein SufB~PFAM: SufBD~KEGG: syn:slr0074 ABC transporter subunit"	"InterPro:IPR000825,InterPro:IPR010231,NCBI_GP:ABG53347.1"
"Tery_0600"	13771.532671911	-0.904141621268869	0.211045960917219	-4.28409819993433	1.83481865724427e-05	0.0020115406647578	7697	12942	11052	12546	17824	24528	11392	"  2110.90"	"  1990.85"	"  2025.08"	"  4133.50"	"  3237.34"	"  4393.97"	"  3211.24"	"11.0437"	"10.9592"	"10.9838"	"12.0132"	"11.6606"	"12.1013"	"11.6489"	"Tery_0600"	"gene605"	"CDS"	966890	968791	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: lma:LmjF27.0240 kinetoplast-associated protein-like protein"	"NCBI_GP:ABG50044.1"
"Tery_1662"	79.0297871094994	-1.6103818031029	0.382562162257946	-4.20946440076078	2.55976768773242e-05	0.00266599804677331	17	19	22	147	213	85	26	"     4.66"	"     2.92"	"     4.03"	"    48.43"	"    38.69"	"    15.23"	"     7.33"	" 2.2241"	" 1.5523"	" 2.0147"	" 5.5982"	" 5.2741"	" 3.9295"	" 2.8756"	"Tery_1662"	"gene1672"	"CDS"	2528196	2528942	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1216 hypothetical protein"	"NCBI_GP:ABG50933.1"
"Tery_3818"	1445.34336259432	-1.26934247809364	0.302127347534583	-4.20134916104655	2.65329004670774e-05	0.00269600154502059	437	801	519	2047	3658	2128	564	"   119.85"	"   123.22"	"    95.10"	"   674.42"	"   664.40"	"   381.21"	"   158.98"	" 6.9052"	" 6.9452"	" 6.5715"	" 9.3975"	" 9.3759"	" 8.5745"	" 7.3128"	"Tery_3818"	"gene3855"	"CDS"	5868027	5869220	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: bha:BH2305 lipopolysaccharide N-acetylglucosaminyltransferase"	"InterPro:IPR001296,NCBI_GP:ABG52862.1"
"Tery_0182"	4393.77095427414	-1.16550264653662	0.278643375631485	-4.18277536257683	2.87971900124243e-05	0.00285640699027999	1237	2853	3420	3751	11031	5860	3692	"   339.25"	"   438.87"	"   626.65"	"  1235.83"	"  2003.54"	"  1049.77"	"  1040.72"	" 8.4062"	" 8.7777"	" 9.2915"	"10.2713"	"10.9683"	"10.0359"	"10.0234"	"Tery_0182"	"gene181"	"CDS"	269811	270872	"+"	"CP000393.1"	"photosystem q(b) protein"	"TIGRFAM: photosystem q(b) protein~PFAM: photosynthetic reaction centre protein~KEGG: syf:Synpcc7942_1389 photosystem q(b) protein"	"InterPro:IPR000484,InterPro:IPR005867,NCBI_GP:ABG49673.1"
"Tery_3825"	3455.91941147207	-1.43997418305282	0.35642935630446	-4.03999883169782	5.34514676989458e-05	0.00473784711561294	1004	1654	1118	5900	7164	5608	1127	"   275.35"	"   254.43"	"   204.85"	"  1943.86"	"  1301.18"	"  1004.62"	"   317.69"	" 8.1052"	" 7.9912"	" 7.6785"	"10.9247"	"10.3456"	" 9.9725"	" 8.3115"	"Tery_3825"	"gene3862"	"CDS"	5894131	5895816	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: bps:BPSL1637 putative lipase"	"NCBI_GP:ABG52869.1"
"Tery_2492"	698.52049947023	-0.83962885569443	0.214968063236382	-3.90583067574629	9.39022503638482e-05	0.00782393550031583	359	666	690	584	892	1179	629	"    98.46"	"   102.45"	"   126.43"	"   192.41"	"   162.01"	"   211.21"	"   177.31"	" 6.6216"	" 6.6789"	" 6.9823"	" 7.5881"	" 7.3400"	" 7.7226"	" 7.4702"	"Tery_2492"	"gene2514"	"CDS"	3837647	3841321	"-"	"CP000393.1"	"methionine synthase (B12-dependent)"	"TIGRFAM: methionine synthase~PFAM: dihydropteroate synthase%2C DHPS  homocysteine S-methyltransferase  Methionine synthase%2C B12-binding module%2C cap  Vitamin B12 dependent methionine synthase%2C activation region cobalamin B12-binding~KEGG: syf:Synpcc7942_1372 5-methyltetrahydrofolate--homocysteine methyltransferase"	"InterPro:IPR000489,InterPro:IPR001412,InterPro:IPR003726,InterPro:IPR003759,InterPro:IPR004223,InterPro:IPR006158,InterPro:IPR011822,NCBI_GP:ABG51699.1"
"Tery_1669"	503.774037796225	-1.00864569943555	0.267033547004706	-3.77722466240459	0.000158585670134367	0.0122345907736995	197	505	361	517	769	929	347	"    54.03"	"    77.68"	"    66.15"	"   170.33"	"   139.67"	"   166.42"	"    97.81"	" 5.7559"	" 6.2797"	" 6.0478"	" 7.4123"	" 7.1260"	" 7.3788"	" 6.6121"	"Tery_1669"	"gene1679"	"CDS"	2539184	2541211	"+"	"CP000393.1"	"periplasmic sensor signal transduction histidine kinase"	"PFAM: ATP-binding region%2C ATPase-like histidine kinase A-like CHASE~KEGG: ana:alr3225 two-component sensor histidine kinase"	"InterPro:IPR000005,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR006189,NCBI_GP:ABG50940.1"
"Tery_1891"	4526.9361458189	-0.839901573285507	0.227297213802433	-3.69516880226939	0.000219740749207263	0.0163471421642403	2211	4449	3746	4330	6533	7952	3275	"   606.37"	"   684.39"	"   686.39"	"  1426.59"	"  1186.58"	"  1424.53"	"   923.18"	" 9.2441"	" 9.4187"	" 9.4229"	"10.4784"	"10.2126"	"10.4763"	" 9.8505"	"Tery_1891"	"gene1902"	"CDS"	2899102	2902572	"-"	"CP000393.1"	"peptidase-like"	"PFAM: peptidase-like~KEGG: ava:Ava_1636 peptidase"	"InterPro:IPR007280,NCBI_GP:ABG51147.1"
"Tery_1859"	1449.37655268415	-0.747145251488085	0.204298759693643	-3.65712083914984	0.000255064153854075	0.0182703727093313	893	1868	1563	781	1279	2868	1411	"   244.91"	"   287.35"	"   286.39"	"   257.31"	"   232.30"	"   513.78"	"   397.74"	" 7.9361"	" 8.1667"	" 8.1619"	" 8.0074"	" 7.8599"	" 9.0050"	" 8.6357"	"Tery_1859"	"gene1870"	"CDS"	2844745	2845167	"-"	"CP000393.1"	"transcriptional regulator AbrB"	"KEGG: ava:Ava_3125 transcriptional regulator AbrB"	"NCBI_GP:ABG51115.1"
"Tery_2977"	862.303570308668	-1.28213881105142	0.357213940529172	-3.58927428518629	0.000331599803492033	0.0226466357598001	337	768	546	1060	884	2000	507	"    92.42"	"   118.14"	"   100.04"	"   349.24"	"   160.56"	"   358.28"	"   142.92"	" 6.5303"	" 6.8845"	" 6.6446"	" 8.4481"	" 7.3271"	" 8.4850"	" 7.1591"	"Tery_2977"	"gene3003"	"CDS"	4631340	4632689	"-"	"CP000393.1"	"3-dehydroquinate synthase"	"PFAM: 3-dehydroquinate synthase~KEGG: ava:Ava_3858 3-dehydroquinate synthase"	"InterPro:IPR002658,InterPro:IPR005829,NCBI_GP:ABG52135.1"
"Tery_0593"	201.367615938622	-1.2026375853674	0.339058591313182	-3.54699044996783	0.000389658715940042	0.0257669557239081	121	155	121	207	228	461	132	"    33.18"	"    23.84"	"    22.17"	"    68.20"	"    41.41"	"    82.58"	"    37.21"	" 5.0529"	" 4.5761"	" 4.4713"	" 6.0919"	" 5.3723"	" 6.3680"	" 5.2180"	"Tery_0593"	"gene598"	"CDS"	954378	954875	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50037.1"
"Tery_2976"	128.572147532928	-1.0087128925159	0.286433428673827	-3.52163117687134	0.000428900410441893	0.0274892170753989	48	144	99	119	179	231	108	"    13.16"	"    22.15"	"    18.14"	"    39.21"	"    32.51"	"    41.38"	"    30.44"	" 3.7196"	" 4.4700"	" 4.1819"	" 5.2934"	" 5.0233"	" 5.3713"	" 4.9285"	"Tery_2976"	"gene3002"	"CDS"	4629834	4630664	"-"	"CP000393.1"	"Caffeoyl-CoA O-methyltransferase"	"PFAM: O-methyltransferase%2C family 3~KEGG: ava:Ava_3857 O-methyltransferase%2C family 3"	"InterPro:IPR000051,InterPro:IPR002935,NCBI_GP:ABG52134.1"
