""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0107"	3144.86268305658	1.10358665289874	0.213501477804475	5.16898835664928	2.3536455933546e-07	6.79989608698266e-05	3329	4818	4704	1091	2065	4755	2540	"   912.98"	"   741.15"	"   861.92"	"   359.45"	"   375.06"	"   851.82"	"   715.99"	" 9.8345"	" 9.5336"	" 9.7514"	" 8.4897"	" 8.5510"	" 9.7344"	" 9.4838"	"Tery_0107"	"gene106"	"CDS"	146668	146931	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49606.1"
"Tery_3108"	619.110961321895	1.08847748037006	0.219380389014853	4.96159882502698	6.99152827222023e-07	0.000185158973742632	504	1014	852	251	427	1009	557	"   138.22"	"   155.98"	"   156.11"	"    82.70"	"    77.56"	"   180.75"	"   157.01"	" 7.1109"	" 7.2853"	" 7.2865"	" 6.3699"	" 6.2773"	" 7.4980"	" 7.2948"	"Tery_3108"	"gene3134"	"CDS"	4760034	4760792	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: sma:SAV951 dTDP-6-deoxy-L-hexose 3-O-methyltransferase"	"NCBI_GP:ABG52241.1"
"Tery_1530"	3310.4096632854	1.16880737370397	0.2374120621043	4.9231170621419	8.51764648219734e-07	0.00019335057514588	3365	6731	4257	1185	1826	5084	2485	"   922.85"	"  1035.42"	"   780.02"	"   390.42"	"   331.65"	"   910.75"	"   700.49"	" 9.8500"	"10.0160"	" 9.6074"	" 8.6089"	" 8.3736"	" 9.8309"	" 9.4522"	"Tery_1530"	"gene1538"	"CDS"	2319290	2320687	"-"	"CP000393.1"	"light-independent protochlorophyllide reductase%2C N subunit"	"TIGRFAM: light-independent protochlorophyllide reductase%2C N subunit~KEGG: ava:Ava_2330 light-independent protochlorophyllide reductase subunit N"	"InterPro:IPR005970,NCBI_GP:ABG50811.1"
"Tery_1881"	728.921016980932	1.55245544570445	0.314843896554868	4.93087356207936	8.18627089563322e-07	0.00019335057514588	393	1290	1183	195	479	1296	744	"   107.78"	"   198.44"	"   216.76"	"    64.25"	"    87.00"	"   232.17"	"   209.72"	" 6.7521"	" 7.6326"	" 7.7600"	" 6.0058"	" 6.4431"	" 7.8591"	" 7.7124"	"Tery_1881"	"gene1892"	"CDS"	2875914	2876111	"+"	"CP000393.1"	"LSU ribosomal protein L35P"	"PFAM: ribosomal protein L35~KEGG: ava:Ava_3447 50S ribosomal protein L35"	"InterPro:IPR001706,NCBI_GP:ABG51137.1"
"Tery_3824"	599.969264042162	-1.58909513993599	0.324292919446472	-4.90018450803175	9.57466944216984e-07	0.000202855329914772	194	324	259	870	1612	751	199	"    53.20"	"    49.84"	"    47.46"	"   286.64"	"   292.78"	"   134.53"	"    56.10"	" 5.7337"	" 5.6395"	" 5.5689"	" 8.1631"	" 8.1937"	" 7.0719"	" 5.8101"	"Tery_3824"	"gene3861"	"CDS"	5892400	5893881	"+"	"CP000393.1"	"putative flavin-binding monooxygenase"	"KEGG: pae:PA2097 probable flavin-binding monooxygenase"	"InterPro:IPR000103,InterPro:IPR000759,InterPro:IPR013027,NCBI_GP:ABG52868.1"
"Tery_3820"	4129.03958841161	-1.70214062856132	0.353553613461398	-4.81437768913416	1.47659307903606e-06	0.000293288300323538	1356	1832	1246	7173	9994	5055	1313	"   371.88"	"   281.81"	"   228.31"	"  2363.27"	"  1815.19"	"   905.56"	"   370.12"	" 8.5387"	" 8.1387"	" 7.8349"	"11.2066"	"10.8259"	" 9.8227"	" 8.5319"	"Tery_3820"	"gene3857"	"CDS"	5876968	5881329	"+"	"CP000393.1"	"AMP-dependent synthetase and ligase"	"PFAM: AMP-dependent synthetase and ligase condensation domain  phosphopantetheine-binding~KEGG: mlo:mll6983 similar to coenzyme a synthetase"	"InterPro:IPR000873,InterPro:IPR001242,InterPro:IPR002086,InterPro:IPR006163,NCBI_GP:ABG52864.1"
"Tery_2405"	560.90756004173	-1.02160608975656	0.21346518775236	-4.78582058514255	1.70290129801723e-06	0.000300656684727709	380	697	546	523	1079	505	319	"   104.22"	"   107.22"	"   100.04"	"   172.31"	"   195.98"	"    90.47"	"    89.92"	" 6.7036"	" 6.7445"	" 6.6446"	" 7.4290"	" 7.6146"	" 6.4995"	" 6.4908"	"Tery_2405"	"gene2425"	"CDS"	3712586	3713398	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0577 hypothetical protein"	"NCBI_GP:ABG51623.1"
"Tery_4133"	8086.24021070469	1.29503012015655	0.270096707442999	4.79469051073069	1.629261659475e-06	0.000300656684727709	12159	12802	13821	2162	3379	7884	6449	"  3334.61"	"  1969.32"	"  2532.45"	"   712.31"	"   613.72"	"  1412.35"	"  1817.88"	"11.7033"	"10.9435"	"11.3063"	" 9.4764"	" 9.2615"	"10.4639"	"10.8280"	"Tery_4133"	"gene4173"	"CDS"	6375963	6377432	"+"	"CP000393.1"	"nitrogenase cofactor biosynthesis protein NifB"	"TIGRFAM: nitrogenase cofactor biosynthesis protein NifB~PFAM: Dinitrogenase iron-molybdenum cofactor biosynthesis  Radical SAM~KEGG: ava:Ava_3912 nitrogenase cofactor biosynthesis protein NifB"	"InterPro:IPR000385,InterPro:IPR003731,InterPro:IPR005980,InterPro:IPR007197,NCBI_GP:ABG53141.1"
"Tery_2334"	555.43083886788	1.12311968807437	0.236350335005865	4.75192763338584	2.01486490476969e-06	0.000310037084727338	561	996	1033	172	305	621	466	"   153.85"	"   153.21"	"   189.28"	"    56.67"	"    55.40"	"   111.25"	"   131.36"	" 7.2655"	" 7.2595"	" 7.5644"	" 5.8247"	" 5.7920"	" 6.7977"	" 7.0375"	"Tery_2334"	"gene2354"	"CDS"	3608132	3609067	"+"	"CP000393.1"	"gas vesicle protein GvpN"	"KEGG: ana:all2251 gas vesicle protein~TIGRFAM: gas vesicle protein GvpN~PFAM: ATPase associated with various cellular activities%2C AAA_5~SMART: ATPase"	"InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR013462,NCBI_GP:ABG51555.1"
"Tery_4141"	1260.68849273121	1.16714557869716	0.245354619555926	4.75697413323461	1.96516338887434e-06	0.000310037084727338	1826	2267	1968	316	656	1382	891	"   500.78"	"   348.73"	"   360.60"	"   104.11"	"   119.15"	"   247.57"	"   251.16"	" 8.9681"	" 8.4460"	" 8.4943"	" 6.7021"	" 6.8967"	" 7.9518"	" 7.9725"	"Tery_4141"	"gene4181"	"CDS"	6388944	6389414	"+"	"CP000393.1"	"protein of unknown function DUF269"	"PFAM: protein of unknown function DUF269~KEGG: ava:Ava_4253 protein of unknown function DUF269"	"InterPro:IPR004952,NCBI_GP:ABG53149.1"
"Tery_4957"	746.361608176268	1.07934803377823	0.227300082696052	4.74855979362551	2.04870320304408e-06	0.000310037084727338	581	1000	1075	314	555	1128	804	"   159.34"	"   153.83"	"   196.97"	"   103.45"	"   100.80"	"   202.07"	"   226.64"	" 7.3160"	" 7.2653"	" 7.6219"	" 6.6930"	" 6.6555"	" 7.6588"	" 7.8243"	"Tery_4957"	"gene5001"	"CDS"	7551993	7553351	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_2047 retinal pigment epithelial membrane protein"	"NCBI_GP:ABG53871.1"
"Tery_0262"	6335.33884879966	1.08654087384714	0.232545746970151	4.67237473918029	2.97737096930961e-06	0.000430094770021179	4450	11301	8558	2449	4723	10587	5730	"  1220.41"	"  1738.42"	"  1568.10"	"   806.87"	"   857.83"	"  1896.56"	"  1615.20"	"10.2532"	"10.7636"	"10.6148"	" 9.6562"	" 9.7446"	"10.8892"	"10.6575"	"Tery_0262"	"gene264"	"CDS"	407544	407945	"-"	"CP000393.1"	"LSU ribosomal protein L12P"	"PFAM: ribosomal protein L7/L12~KEGG: ana:alr5303 50S ribosomal protein L12"	"InterPro:IPR000206,NCBI_GP:ABG49745.1"
"Tery_3243"	907.952523306984	1.09901000586165	0.237909924545193	4.61943741087136	3.84781925496382e-06	0.000531668243142392	664	1508	1395	323	682	1405	848	"   182.10"	"   231.97"	"   255.61"	"   106.42"	"   123.87"	"   251.69"	"   239.04"	" 7.5087"	" 7.8579"	" 7.9978"	" 6.7337"	" 6.9528"	" 7.9756"	" 7.9012"	"Tery_3243"	"gene3271"	"CDS"	4966841	4967251	"-"	"CP000393.1"	"LSU ribosomal protein L21P"	"PFAM: ribosomal protein L21~KEGG: ana:all0147 50S ribosomal protein L21"	"InterPro:IPR001787,NCBI_GP:ABG52358.1"
"Tery_0149"	3976.23588843492	1.26597190153116	0.279125237698146	4.53549780009581	5.7467777290316e-06	0.000732806694649534	2431	7765	5863	1425	2540	6904	3500	"   666.70"	"  1194.48"	"  1074.29"	"   469.49"	"   461.34"	"  1236.79"	"   986.60"	" 9.3809"	"10.2222"	"10.0692"	" 8.8750"	" 8.8497"	"10.2724"	" 9.9463"	"Tery_0149"	"gene148"	"CDS"	219182	219649	"-"	"CP000393.1"	"Rho termination factor-like"	"PFAM: Rho termination factor-like"	"InterPro:IPR011112,NCBI_GP:ABG49644.1"
"Tery_2289"	1347.60056780979	1.13069829623994	0.249335809089055	4.53484118615344	5.76468450794158e-06	0.000732806694649534	856	2293	1893	513	1027	2093	1415	"   234.76"	"   352.73"	"   346.86"	"   169.02"	"   186.53"	"   374.94"	"   398.87"	" 7.8751"	" 8.4625"	" 8.4382"	" 7.4011"	" 7.5434"	" 8.5506"	" 8.6398"	"Tery_2289"	"gene2309"	"CDS"	3560276	3560788	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1245 hypothetical protein"	"NCBI_GP:ABG51514.1"
"Tery_0624"	128.926060755536	-2.02837296047944	0.448925655747108	-4.51828255862052	6.23432520499243e-06	0.00073380316672096	154	88	93	127	322	53	54	"    42.23"	"    13.54"	"    17.04"	"    41.84"	"    58.48"	"     9.49"	"    15.22"	" 5.4007"	" 3.7599"	" 4.0917"	" 5.3872"	" 5.8702"	" 3.2486"	" 3.9290"	"Tery_0624"	"gene629"	"CDS"	1017941	1018180	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50066.1"
"Tery_1945"	757.879087986051	1.16315567004735	0.257288210073849	4.52082771190134	6.15983065153681e-06	0.00073380316672096	656	1220	1052	310	466	1409	573	"   179.91"	"   187.67"	"   192.76"	"   102.13"	"    84.64"	"   252.41"	"   161.52"	" 7.4912"	" 7.5521"	" 7.5907"	" 6.6745"	" 6.4034"	" 7.9797"	" 7.3357"	"Tery_1945"	"gene1957"	"CDS"	3015717	3016298	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51199.1"
"Tery_0192"	956.049223764127	-1.08577193814145	0.242140351222132	-4.48406030907832	7.32359487389743e-06	0.000750786597072453	690	1071	829	1134	1545	766	599	"   189.23"	"   164.75"	"   151.90"	"   373.62"	"   280.62"	"   137.22"	"   168.85"	" 7.5641"	" 7.3642"	" 7.2471"	" 8.5455"	" 8.1325"	" 7.1005"	" 7.3997"	"Tery_0192"	"gene193"	"CDS"	289075	289680	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: cch:Cag_0159 hypothetical protein"	"NCBI_GP:ABG49682.1"
"Tery_1773"	455.459571690603	-1.05232552424649	0.234071703935062	-4.49574000853361	6.93284070817552e-06	0.000750786597072453	331	690	468	448	737	407	218	"    90.78"	"   106.14"	"    85.75"	"   147.60"	"   133.86"	"    72.91"	"    61.45"	" 6.5044"	" 6.7300"	" 6.4223"	" 7.2057"	" 7.0647"	" 6.1882"	" 5.9416"	"Tery_1773"	"gene1784"	"CDS"	2702305	2704974	"-"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Na-Ca exchanger/integrin-beta4 FG-GAP~KEGG: ava:Ava_0582 integrins alpha chain"	"InterPro:IPR003644,InterPro:IPR013517,NCBI_GP:ABG51033.1"
"Tery_2404"	372.851319869988	-1.00756154963276	0.223798953130291	-4.50208339020323	6.72905678415634e-06	0.000750786597072453	244	393	378	387	680	331	230	"    66.92"	"    60.45"	"    69.26"	"   127.50"	"   123.51"	"    59.30"	"    64.83"	" 6.0645"	" 5.9180"	" 6.1142"	" 6.9945"	" 6.9486"	" 5.8901"	" 6.0189"	"Tery_2404"	"gene2424"	"CDS"	3711695	3712375	"-"	"CP000393.1"	"protein of unknown function DUF218"	"PFAM: protein of unknown function DUF218~KEGG: ava:Ava_0298 protein of unknown function DUF218"	"InterPro:IPR003848,NCBI_GP:ABG51622.1"
"Tery_3963"	1803.09520373301	0.994544014252487	0.221503987638474	4.48995986417963	7.1236595097834e-06	0.000750786597072453	2361	3112	2968	560	1005	2018	1294	"   647.50"	"   478.72"	"   543.83"	"   184.50"	"   182.54"	"   361.51"	"   364.76"	" 9.3388"	" 8.9031"	" 9.0870"	" 7.5276"	" 7.5121"	" 8.4979"	" 8.5108"	"Tery_3963"	"gene4001"	"CDS"	6126370	6127230	"+"	"CP000393.1"	"Aldose 1-epimerase"	"PFAM: Aldose 1-epimerase~KEGG: ava:Ava_4277 aldose 1-epimerase"	"InterPro:IPR008183,NCBI_GP:ABG52988.1"
"Tery_0174"	1394.94255459424	-1.12477569932057	0.254345684481496	-4.42223229229745	9.76863485008472e-06	0.000872860488087927	764	1147	812	1894	2637	1586	772	"   209.53"	"   176.44"	"   148.78"	"   624.01"	"   478.95"	"   284.12"	"   217.62"	" 7.7111"	" 7.4631"	" 7.2172"	" 9.2855"	" 8.9038"	" 8.1504"	" 7.7657"	"Tery_0174"	"gene173"	"CDS"	259770	261428	"+"	"CP000393.1"	"GUN4-like"	"PFAM: GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR000585,InterPro:IPR008629,NCBI_GP:ABG49666.1"
"Tery_0324"	1612.00787366533	0.943061481529814	0.213166509324908	4.42406025466411	9.68629854040097e-06	0.000872860488087927	1239	2263	2267	753	1220	2444	1626	"   339.80"	"   348.11"	"   415.39"	"   248.09"	"   221.59"	"   437.82"	"   458.35"	" 8.4086"	" 8.4435"	" 8.6983"	" 7.9548"	" 7.7918"	" 8.7742"	" 8.8403"	"Tery_0324"	"gene327"	"CDS"	499291	499899	"+"	"CP000393.1"	"SSU ribosomal protein S4P"	"PFAM: ribosomal protein S4  RNA-binding S4~KEGG: ava:Ava_4303 30S ribosomal protein S4"	"InterPro:IPR001912,InterPro:IPR002942,InterPro:IPR005709,NCBI_GP:ABG49799.1"
"Tery_0425"	3250.95967267308	0.943240421405631	0.21249060358802	4.43897473807547	9.03884239203775e-06	0.000872860488087927	2393	5241	4418	1357	2660	4727	3300	"   656.28"	"   806.22"	"   809.52"	"   447.09"	"   483.13"	"   846.80"	"   930.22"	" 9.3582"	" 9.6550"	" 9.6609"	" 8.8044"	" 8.9163"	" 9.7259"	" 9.8614"	"Tery_0425"	"gene429"	"CDS"	669642	675599	"-"	"CP000393.1"	"Protein splicing site"	"TIGRFAM: Protein splicing (intein) site~SMART: Hedgehog/intein hint domain-like Hedgehog/intein hint-like~KEGG: ana:all4035 unknown protein"	"InterPro:IPR001982,InterPro:IPR003586,InterPro:IPR003587,InterPro:IPR004042,InterPro:IPR006141,InterPro:IPR006142,NCBI_GP:ABG49885.1"
"Tery_0697"	546.117299888497	1.05688794833784	0.238789638533915	4.42602097321628	9.59871956358188e-06	0.000872860488087927	429	988	742	224	369	891	463	"   117.65"	"   151.98"	"   135.96"	"    73.80"	"    67.02"	"   159.61"	"   130.51"	" 6.8785"	" 7.2479"	" 7.0871"	" 6.2058"	" 6.0668"	" 7.3185"	" 7.0282"	"Tery_0697"	"gene702"	"CDS"	1131311	1132216	"+"	"CP000393.1"	"Dihydropteroate synthase"	"PFAM: dihydropteroate synthase%2C DHPS~KEGG: pcu:pc1632 putative dihydropteroate synthase"	"InterPro:IPR000489,NCBI_GP:ABG50132.1"
"Tery_3819"	6630.17113589347	-1.57705962002866	0.356831845343166	-4.41961568343767	9.88765814070654e-06	0.000872860488087927	2471	2897	2096	11580	14788	8370	2361	"   677.67"	"   445.64"	"   384.05"	"  3815.23"	"  2685.92"	"  1499.41"	"   665.53"	" 9.4045"	" 8.7998"	" 8.5852"	"11.8976"	"11.3912"	"10.5502"	" 9.3784"	"Tery_3819"	"gene3856"	"CDS"	5869316	5876971	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding  Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like Methyltransferase type 11 Methyltransferase type 12~KEGG: ana:alr2680 polyketide synthase"	"InterPro:IPR000051,InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR001601,InterPro:IPR002198,InterPro:IPR006162,InterPro:IPR006163,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG52863.1"
"Tery_1532"	3086.93723398466	0.898980073907961	0.206218258879553	4.35936215732009	1.30442087058976e-05	0.00112039176398223	2873	5620	4943	1239	1946	3756	2614	"   787.92"	"   864.52"	"   905.72"	"   408.21"	"   353.45"	"   672.85"	"   736.85"	" 9.6219"	" 9.7558"	" 9.8229"	" 8.6732"	" 8.4654"	" 9.3942"	" 9.5252"	"Tery_1532"	"gene1540"	"CDS"	2322739	2323605	"-"	"CP000393.1"	"light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein"	"KEGG: ava:Ava_2332 light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein~TIGRFAM: light-independent protochlorophyllide reductase%2C iron-sulfur ATP-binding protein~PFAM: NifH/frxC"	"InterPro:IPR000392,InterPro:IPR005971,NCBI_GP:ABG50813.1"
"Tery_3366"	209.814406978629	1.29696670832413	0.298663414537105	4.3425697463959	1.40825757070497e-05	0.00117774804202642	193	327	331	49	160	339	183	"    52.93"	"    50.30"	"    60.65"	"    16.14"	"    29.06"	"    60.73"	"    51.59"	" 5.7263"	" 5.6528"	" 5.9227"	" 4.0138"	" 4.8615"	" 5.9245"	" 5.6892"	"Tery_3366"	"gene3395"	"CDS"	5161799	5162062	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:asr2523 unknown protein"	"NCBI_GP:ABG52468.1"
"Tery_0169"	1274.18683215443	1.19634024022401	0.276885595112983	4.32070234544285	1.55533358616332e-05	0.00126739747098129	782	2296	1947	471	872	2232	1113	"   214.46"	"   353.19"	"   356.75"	"   155.18"	"   158.38"	"   399.84"	"   313.74"	" 7.7447"	" 8.4643"	" 8.4788"	" 7.2779"	" 7.3073"	" 8.6433"	" 8.2935"	"Tery_0169"	"gene168"	"CDS"	251672	251941	"+"	"CP000393.1"	"SSU ribosomal protein S15P"	"PFAM: ribosomal protein S15~KEGG: ava:Ava_4651 30S ribosomal protein S15"	"InterPro:IPR000589,InterPro:IPR005290,NCBI_GP:ABG49661.1"
