""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2405"	560.90756004173	-1.02160608975656	0.21346518775236	-4.78582058514255	1.70290129801723e-06	0.000300656684727709	380	697	546	523	1079	505	319	"   104.22"	"   107.22"	"   100.04"	"   172.31"	"   195.98"	"    90.47"	"    89.92"	" 6.7036"	" 6.7445"	" 6.6446"	" 7.4290"	" 7.6146"	" 6.4995"	" 6.4908"	"Tery_2405"	"gene2425"	"CDS"	3712586	3713398	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0577 hypothetical protein"	"NCBI_GP:ABG51623.1"
"Tery_0624"	128.926060755536	-2.02837296047944	0.448925655747108	-4.51828255862052	6.23432520499243e-06	0.00073380316672096	154	88	93	127	322	53	54	"    42.23"	"    13.54"	"    17.04"	"    41.84"	"    58.48"	"     9.49"	"    15.22"	" 5.4007"	" 3.7599"	" 4.0917"	" 5.3872"	" 5.8702"	" 3.2486"	" 3.9290"	"Tery_0624"	"gene629"	"CDS"	1017941	1018180	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50066.1"
"Tery_0192"	956.049223764127	-1.08577193814145	0.242140351222132	-4.48406030907832	7.32359487389743e-06	0.000750786597072453	690	1071	829	1134	1545	766	599	"   189.23"	"   164.75"	"   151.90"	"   373.62"	"   280.62"	"   137.22"	"   168.85"	" 7.5641"	" 7.3642"	" 7.2471"	" 8.5455"	" 8.1325"	" 7.1005"	" 7.3997"	"Tery_0192"	"gene193"	"CDS"	289075	289680	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: cch:Cag_0159 hypothetical protein"	"NCBI_GP:ABG49682.1"
"Tery_1773"	455.459571690603	-1.05232552424649	0.234071703935062	-4.49574000853361	6.93284070817552e-06	0.000750786597072453	331	690	468	448	737	407	218	"    90.78"	"   106.14"	"    85.75"	"   147.60"	"   133.86"	"    72.91"	"    61.45"	" 6.5044"	" 6.7300"	" 6.4223"	" 7.2057"	" 7.0647"	" 6.1882"	" 5.9416"	"Tery_1773"	"gene1784"	"CDS"	2702305	2704974	"-"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Na-Ca exchanger/integrin-beta4 FG-GAP~KEGG: ava:Ava_0582 integrins alpha chain"	"InterPro:IPR003644,InterPro:IPR013517,NCBI_GP:ABG51033.1"
"Tery_2404"	372.851319869988	-1.00756154963276	0.223798953130291	-4.50208339020323	6.72905678415634e-06	0.000750786597072453	244	393	378	387	680	331	230	"    66.92"	"    60.45"	"    69.26"	"   127.50"	"   123.51"	"    59.30"	"    64.83"	" 6.0645"	" 5.9180"	" 6.1142"	" 6.9945"	" 6.9486"	" 5.8901"	" 6.0189"	"Tery_2404"	"gene2424"	"CDS"	3711695	3712375	"-"	"CP000393.1"	"protein of unknown function DUF218"	"PFAM: protein of unknown function DUF218~KEGG: ava:Ava_0298 protein of unknown function DUF218"	"InterPro:IPR003848,NCBI_GP:ABG51622.1"
"Tery_0174"	1394.94255459424	-1.12477569932057	0.254345684481496	-4.42223229229745	9.76863485008472e-06	0.000872860488087927	764	1147	812	1894	2637	1586	772	"   209.53"	"   176.44"	"   148.78"	"   624.01"	"   478.95"	"   284.12"	"   217.62"	" 7.7111"	" 7.4631"	" 7.2172"	" 9.2855"	" 8.9038"	" 8.1504"	" 7.7657"	"Tery_0174"	"gene173"	"CDS"	259770	261428	"+"	"CP000393.1"	"GUN4-like"	"PFAM: GUN4-like~KEGG: ana:alr4949 serine/threonine kinase"	"InterPro:IPR000585,InterPro:IPR008629,NCBI_GP:ABG49666.1"
"Tery_3819"	6630.17113589347	-1.57705962002866	0.356831845343166	-4.41961568343767	9.88765814070654e-06	0.000872860488087927	2471	2897	2096	11580	14788	8370	2361	"   677.67"	"   445.64"	"   384.05"	"  3815.23"	"  2685.92"	"  1499.41"	"   665.53"	" 9.4045"	" 8.7998"	" 8.5852"	"11.8976"	"11.3912"	"10.5502"	" 9.3784"	"Tery_3819"	"gene3856"	"CDS"	5869316	5876971	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding  Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like Methyltransferase type 11 Methyltransferase type 12~KEGG: ana:alr2680 polyketide synthase"	"InterPro:IPR000051,InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR001601,InterPro:IPR002198,InterPro:IPR006162,InterPro:IPR006163,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG52863.1"
"Tery_2245"	313.363529264038	-1.05375973266348	0.246354438852011	-4.27741321639629	1.89077632115396e-05	0.00143245468163029	187	434	284	313	589	299	166	"    51.28"	"    66.76"	"    52.04"	"   103.12"	"   106.98"	"    53.56"	"    46.79"	" 5.6807"	" 6.0612"	" 5.7018"	" 6.6884"	" 6.7413"	" 5.7434"	" 5.5485"	"Tery_2245"	"gene2265"	"CDS"	3490104	3490517	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3631 hypothetical protein"	"NCBI_GP:ABG51474.1"
"Tery_1047"	21742.7215376826	-0.985731866597466	0.23109250429434	-4.26552938013926	1.99428766839064e-05	0.00147391772328964	18665	27287	22594	18944	38559	15835	13497	"  5118.88"	"  4197.53"	"  4139.95"	"  6241.43"	"  7003.39"	"  2836.70"	"  3804.61"	"12.3216"	"12.0353"	"12.0154"	"12.6077"	"12.7738"	"11.4700"	"11.8935"	"Tery_1047"	"gene1053"	"CDS"	1636808	1638328	"-"	"CP000393.1"	"AAA ATPase%2C central region"	"PFAM: AAA ATPase%2C central region~SMART: ATPase~KEGG: ava:Ava_4767 AAA ATPase%2C central region"	"InterPro:IPR003593,InterPro:IPR003959,NCBI_GP:ABG50419.1"
"Tery_3821"	3735.66094253573	-1.6905947857816	0.411021152801527	-4.1131576179437	3.9028371513944e-05	0.00253126866676151	1314	1587	954	6838	8450	4873	1039	"   360.36"	"   244.13"	"   174.80"	"  2252.90"	"  1534.76"	"   872.95"	"   292.88"	" 8.4934"	" 7.9315"	" 7.4497"	"11.1376"	"10.5838"	" 9.7698"	" 8.1942"	"Tery_3821"	"gene3858"	"CDS"	5881443	5887172	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR002198,InterPro:IPR006163,NCBI_GP:ABG52865.1"
"Tery_2218"	1647.69587407255	-0.894043037060955	0.220030158700238	-4.0632749725867	4.83889702126835e-05	0.00285903204535644	996	2078	1611	1429	3286	1676	960	"   273.15"	"   319.66"	"   295.19"	"   470.81"	"   596.83"	"   300.24"	"   270.61"	" 8.0936"	" 8.3204"	" 8.2055"	" 8.8790"	" 9.2212"	" 8.2300"	" 8.0801"	"Tery_2218"	"gene2237"	"CDS"	3457034	3458482	"+"	"CP000393.1"	"protoporphyrinogen oxidase"	"KEGG: tel:tlr0374 protoporphyrinogen oxidase~TIGRFAM: protoporphyrinogen oxidase~PFAM: amine oxidase"	"InterPro:IPR002937,InterPro:IPR004572,NCBI_GP:ABG51447.1"
"Tery_3404"	334.557003366783	-0.999638531434934	0.245684210826466	-4.06879436033847	4.72570317380681e-05	0.00285903204535644	69	110	133	442	864	442	252	"    18.92"	"    16.92"	"    24.37"	"   145.62"	"   156.93"	"    79.18"	"    71.04"	" 4.2429"	" 4.0816"	" 4.6076"	" 7.1862"	" 7.2940"	" 6.3073"	" 6.1507"	"Tery_3404"	"gene3433"	"CDS"	5213167	5213691	"-"	"CP000393.1"	"ferric uptake regulator%2C Fur family"	"PFAM: ferric-uptake regulator~KEGG: syn:sll0567 ferric uptake regulation protein"	"InterPro:IPR002481,NCBI_GP:ABG52505.1"
"Tery_2370"	634.020466797681	-0.88637255708569	0.2197028328294	-4.03441569537686	5.47383381135109e-05	0.00305190243025856	408	794	584	565	1234	608	397	"   111.89"	"   122.14"	"   107.01"	"   186.15"	"   224.13"	"   108.92"	"   111.91"	" 6.8061"	" 6.9325"	" 6.7417"	" 7.5404"	" 7.8082"	" 6.7672"	" 6.8063"	"Tery_2370"	"gene2390"	"CDS"	3659861	3660556	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1207 hypothetical protein"	"NCBI_GP:ABG51590.1"
"Tery_0172"	275.769305038748	-0.923028937773118	0.231400008464484	-3.98888895423178	6.63834862039158e-05	0.00351611198593407	139	271	236	307	526	275	191	"    38.12"	"    41.69"	"    43.24"	"   101.15"	"    95.54"	"    49.26"	"    53.84"	" 5.2529"	" 5.3819"	" 5.4347"	" 6.6604"	" 6.5781"	" 5.6227"	" 5.7509"	"Tery_0172"	"gene171"	"CDS"	256583	257716	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all4254 unknown protein"	"NCBI_GP:ABG49664.1"
"Tery_3818"	1445.34336259432	-1.29861489555668	0.329021537361938	-3.94689936096233	7.91698150215894e-05	0.00393129116395889	437	801	519	2047	3658	2128	564	"   119.85"	"   123.22"	"    95.10"	"   674.42"	"   664.40"	"   381.21"	"   158.98"	" 6.9052"	" 6.9452"	" 6.5715"	" 9.3975"	" 9.3759"	" 8.5745"	" 7.3128"	"Tery_3818"	"gene3855"	"CDS"	5868027	5869220	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: bha:BH2305 lipopolysaccharide N-acetylglucosaminyltransferase"	"InterPro:IPR001296,NCBI_GP:ABG52862.1"
"Tery_4357"	244.061597789548	-1.19010990272383	0.311228673733079	-3.8239082808434	0.000131352794926058	0.00574454219147143	92	185	138	333	532	335	103	"    25.23"	"    28.46"	"    25.29"	"   109.71"	"    96.63"	"    60.01"	"    29.03"	" 4.6577"	" 4.8313"	" 4.6608"	" 6.7777"	" 6.5945"	" 5.9074"	" 4.8602"	"Tery_4357"	"gene4400"	"CDS"	6716835	6718196	"+"	"CP000393.1"	"FeS assembly protein SufD"	"TIGRFAM: FeS assembly protein SufD~PFAM: SufBD~KEGG: ana:alr2494 hypothetical protein"	"InterPro:IPR000825,InterPro:IPR011542,NCBI_GP:ABG53349.1"
"Tery_3826"	12753.7545246831	-1.29606405079901	0.345603448248471	-3.75014791480669	0.00017673029108112	0.00729414110462078	4638	7396	5230	20261	26733	18635	4713	"  1271.97"	"  1137.72"	"   958.30"	"  6675.34"	"  4855.46"	"  3338.29"	"  1328.53"	"10.3129"	"10.1519"	" 9.9044"	"12.7046"	"12.2454"	"11.7049"	"10.3756"	"Tery_3826"	"gene3863"	"CDS"	5897089	5899005	"+"	"CP000393.1"	"Dimethylaniline monooxygenase (N-oxide forming)"	"PFAM: flavin-containing monooxygenase FMO~KEGG: cfa:478994 similar to flavin containing monooxygenase 5"	"InterPro:IPR000103,InterPro:IPR000960,InterPro:IPR001100,InterPro:IPR013027,NCBI_GP:ABG52870.1"
"Tery_0017"	1070.60565270939	-0.93448763703603	0.249425646998199	-3.74655793533043	0.000179277613038092	0.00730441351583406	1017	1250	1346	886	1739	768	634	"   278.91"	"   192.29"	"   246.63"	"   291.91"	"   315.85"	"   137.58"	"   178.72"	" 8.1237"	" 7.5872"	" 7.9463"	" 8.1894"	" 8.3031"	" 7.1042"	" 7.4816"	"Tery_0017"	"gene16"	"CDS"	24984	25247	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49541.1"
"Tery_2925"	722.8453338719	-0.821607567786264	0.220665889479557	-3.72331024846675	0.000196627653136636	0.00781103352085287	568	957	706	648	1206	621	469	"   155.77"	"   147.21"	"   129.36"	"   213.49"	"   219.04"	"   111.25"	"   132.20"	" 7.2834"	" 7.2019"	" 7.0154"	" 7.7381"	" 7.7751"	" 6.7977"	" 7.0467"	"Tery_2925"	"gene2947"	"CDS"	4543239	4544114	"-"	"CP000393.1"	"fatty acid desaturase"	"PFAM: fatty acid desaturase~KEGG: syn:sll1468 beta-carotene hydroxylase"	"InterPro:IPR005804,InterPro:IPR010257,NCBI_GP:ABG52091.1"
"Tery_2622"	267.337605653272	-0.887267296859348	0.240263190994674	-3.69289733140611	0.000221713549643564	0.0083881626281815	150	283	189	300	497	277	184	"    41.14"	"    43.53"	"    34.63"	"    98.84"	"    90.27"	"    49.62"	"    51.87"	" 5.3627"	" 5.4444"	" 5.1144"	" 6.6272"	" 6.4963"	" 5.6332"	" 5.6970"	"Tery_2622"	"gene2643"	"CDS"	4056388	4057014	"-"	"CP000393.1"	"Exopolysaccharide synthesis%2C ExoD"	"PFAM: Exopolysaccharide synthesis%2C ExoD~KEGG: ava:Ava_0369 exopolysaccharide synthesis%2C ExoD"	"InterPro:IPR010331,NCBI_GP:ABG51817.1"
"Tery_2045"	91.8514790539807	-1.42256813272175	0.385571212183585	-3.68950815768996	0.000224688023796755	0.00840068870148338	81	71	73	132	140	62	51	"    22.21"	"    10.92"	"    13.38"	"    43.49"	"    25.43"	"    11.11"	"    14.38"	" 4.4741"	" 3.4505"	" 3.7426"	" 5.4429"	" 4.6689"	" 3.4747"	" 3.8466"	"Tery_2045"	"gene2061"	"CDS"	3187425	3189575	"+"	"CP000393.1"	"putative signal transduction protein with EFhand domain"	"PFAM: Calcium-binding EF-hand~KEGG: syf:Synpcc7942_0131 cyclic nucleotide-binding domain (cNMP-BD) protein"	"InterPro:IPR002048,NCBI_GP:ABG51286.1"
"Tery_3436"	351.603852674845	-0.823541285691726	0.223653870182271	-3.68221343552234	0.000231217704341209	0.00844609039536047	276	489	411	288	581	326	192	"    75.69"	"    75.22"	"    75.31"	"    94.89"	"   105.53"	"    58.40"	"    54.12"	" 6.2423"	" 6.2333"	" 6.2349"	" 6.5683"	" 6.7216"	" 5.8681"	" 5.7584"	"Tery_3436"	"gene3465"	"CDS"	5254572	5256005	"-"	"CP000393.1"	"CemA"	"PFAM: CemA~KEGG: ana:all1673 similar to heme binding protein CemA"	"InterPro:IPR004282,NCBI_GP:ABG52529.1"
"Tery_3679"	114.956315930328	-1.01158419425071	0.275728166767733	-3.66877351019	0.00024371686778056	0.00860591339785133	55	100	95	137	226	124	71	"    15.08"	"    15.38"	"    17.41"	"    45.14"	"    41.05"	"    22.21"	"    20.01"	" 3.9159"	" 3.9442"	" 4.1224"	" 5.4966"	" 5.3596"	" 4.4740"	" 4.3236"	"Tery_3679"	"gene3712"	"CDS"	5647774	5648262	"-"	"CP000393.1"	"DoxX"	"PFAM: DoxX~KEGG: cya:CYA_2476 DoxX family protein"	"InterPro:IPR011637,NCBI_GP:ABG52740.1"
"Tery_3251"	663.200326567688	-0.77930077887439	0.213482339926465	-3.6504226960545	0.000261809098522515	0.00904379690331037	482	786	651	667	1039	660	418	"   132.19"	"   120.91"	"   119.28"	"   219.75"	"   188.71"	"   118.23"	"   117.83"	" 7.0466"	" 6.9179"	" 6.8984"	" 7.7798"	" 7.5601"	" 6.8856"	" 6.8807"	"Tery_3251"	"gene3279"	"CDS"	4986242	4987276	"-"	"CP000393.1"	"tRNA(Ile)-lysidine synthetase"	"TIGRFAM: tRNA(Ile)-lysidine synthetase~PFAM: PP-loop~KEGG: ana:all0932 putative cell cycle protein MesJ"	"InterPro:IPR011063,InterPro:IPR012795,NCBI_GP:ABG52365.1"
"Tery_2220"	4039.55689529893	-0.830440947989285	0.233774951146298	-3.5523093638445	0.000381865609965953	0.0117822224123476	2600	5138	3992	3128	8309	4114	2420	"   713.05"	"   790.37"	"   731.46"	"  1030.57"	"  1509.15"	"   736.99"	"   682.16"	" 9.4779"	" 9.6264"	" 9.5147"	"10.0092"	"10.5595"	" 9.5255"	" 9.4140"	"Tery_2220"	"gene2239"	"CDS"	3462170	3462343	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_3220 hypothetical protein"	"NCBI_GP:ABG51449.1"
"Tery_0093"	162.881813340608	-0.982299472227347	0.277902159003262	-3.5346953609519	0.000408245527469627	0.0123886683951217	102	196	157	138	344	135	109	"    27.97"	"    30.15"	"    28.77"	"    45.47"	"    62.48"	"    24.18"	"    30.73"	" 4.8065"	" 4.9146"	" 4.8469"	" 5.5070"	" 5.9656"	" 4.5966"	" 4.9418"	"Tery_0093"	"gene92"	"CDS"	129597	129836	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49598.1"
"Tery_0532"	280.226526622879	-0.816110083379292	0.241332066380924	-3.38168936941486	0.000720415585591616	0.0175945502371103	241	438	295	239	419	242	156	"    66.09"	"    67.38"	"    54.05"	"    78.74"	"    76.10"	"    43.35"	"    43.97"	" 6.0467"	" 6.0744"	" 5.7566"	" 6.2993"	" 6.2501"	" 5.4384"	" 5.4589"	"Tery_0532"	"gene536"	"CDS"	842842	843702	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: gvi:gll0541 hypothetical protein"	"NCBI_GP:ABG49984.1"
"Tery_4617"	2999.56738539787	-0.782606254658576	0.236206973908393	-3.31322247480335	0.000922275860865915	0.0210213216049047	1452	3349	2535	2640	6452	3500	1959	"   398.21"	"   515.17"	"   464.49"	"   869.79"	"  1171.86"	"   626.99"	"   552.21"	" 8.6374"	" 9.0089"	" 8.8595"	" 9.7645"	"10.1946"	" 9.2923"	" 9.1091"	"Tery_4617"	"gene4661"	"CDS"	7096147	7097130	"-"	"CP000393.1"	"cobalamin synthesis protein%2C P47K"	"PFAM: cobalamin synthesis protein%2C P47K  cobalamin synthesis CobW-like~KEGG: ana:all4722 hypothetical protein"	"InterPro:IPR003495,InterPro:IPR011629,NCBI_GP:ABG53590.1"
"Tery_0718"	509.177850791415	-0.761570003150676	0.230536474817612	-3.30346858887813	0.000954966671968269	0.0213255197483573	386	699	569	447	795	409	348	"   105.86"	"   107.53"	"   104.26"	"   147.27"	"   144.39"	"    73.27"	"    98.10"	" 6.7262"	" 6.7487"	" 6.7042"	" 7.2024"	" 7.1740"	" 6.1953"	" 6.6163"	"Tery_0718"	"gene723"	"CDS"	1163597	1164763	"-"	"CP000393.1"	"response regulator receiver protein"	"PFAM: response regulator receiver~KEGG: syn:sll0038 two-component response regulator (PatA subfamily)"	"InterPro:IPR001789,NCBI_GP:ABG50151.1"
"Tery_3825"	3455.91941147207	-1.28582858647876	0.38967844601186	-3.29971698367844	0.000967823770462483	0.0213593329342345	1004	1654	1118	5900	7164	5608	1127	"   275.35"	"   254.43"	"   204.85"	"  1943.86"	"  1301.18"	"  1004.62"	"   317.69"	" 8.1052"	" 7.9912"	" 7.6785"	"10.9247"	"10.3456"	" 9.9725"	" 8.3115"	"Tery_3825"	"gene3862"	"CDS"	5894131	5895816	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: bps:BPSL1637 putative lipase"	"NCBI_GP:ABG52869.1"
"Tery_4280"	5309.756243623	-0.774765800752822	0.235103903363376	-3.29541870496019	0.000982751332835414	0.0215391981775927	826	1640	1001	6403	14430	8256	4497	"   226.53"	"   252.28"	"   183.42"	"  2109.58"	"  2620.89"	"  1478.99"	"  1267.64"	" 7.8236"	" 7.9789"	" 7.5190"	"11.0427"	"11.3558"	"10.5304"	"10.3079"	"Tery_4280"	"gene4322"	"CDS"	6601516	6602184	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4529 hypothetical protein"	"NCBI_GP:ABG53277.1"
